name,genre,lowenergy,zerocrossing_mean,centroid_mean,flux_mean,rolloff_mean,MFCC_1_mean,MFCC_2_mean,MFCC_3_mean,MFCC_4_mean,MFCC_5_mean,zerocrossing_var,centroid_var,flux_var,rolloff_var,MFCC_1_var,MFCC_2_var,MFCC_3_var,MFCC_4_var,MFCC_5_var
12. Chor Credo In Unum Deum,classic,0.525547445,0.042069606,0.098888367,0.003951551,0.055770272,-23.81108333,1.768592021,-1.325792892,-0.006256656,0.047523704,5.89E-05,0.000342,0.00015303,0.000101723,8.158465718,0.200598118,0.139630205,0.113094917,0.082925227
13 Marche,classic,0.476548329,0.021310167,0.109576539,0.004092837,0.046175556,-24.94863478,1.938294801,-0.248579523,0.084859648,-0.020484919,0.000121261,0.001096958,0.000295219,0.000433062,23.57846166,0.59316447,0.315622191,0.234964482,0.191701519
13. Chor Patrem Omnipotentem,classic,0.688636901,0.041869946,0.096419727,0.003296461,0.058897917,-24.51656199,1.816946541,-0.879935515,0.177635853,0.062915649,9.71E-05,0.000393649,0.000119377,0.000243496,8.970922808,0.251115918,0.138711493,0.103529518,0.078445451
14 Polonaise,classic,0.580682475,0.068596426,0.156171748,0.001242274,0.09365589,-23.04161833,1.494018594,-0.509504284,-0.088708611,-0.001171001,0.000115792,0.000248541,2.13E-06,0.001115814,1.629329636,0.252526625,0.216126112,0.132481931,0.078917583
14. Duet In Unum,classic,0.65510878,0.047658148,0.107543242,0.003169766,0.062672657,-24.98093801,1.456042364,-0.878366833,0.085235193,-0.125328989,0.000115127,0.000375835,4.51E-05,0.000251662,4.73172981,0.302079144,0.29682043,0.130916328,0.100127311
15 Musette,classic,0.470519328,0.040730141,0.093609479,0.004910579,0.072582171,-25.03067391,1.641560848,-1.272863906,-0.156383136,-0.316383525,7.82E-05,0.000732887,2.88E-05,0.000866916,8.2327701,1.165269495,0.273551596,0.194658383,0.343982745
15. Et Incarnatus & Cricifixus,classic,0.665238678,0.025305732,0.090855585,0.002901586,0.031547798,-27.12544188,2.655256647,-0.034126457,0.062897154,-0.49536413,0.000119448,0.000584526,6.98E-05,0.000341443,9.566868054,0.449636059,0.278290151,0.192509049,0.167483088
16 Marche,classic,0.602636075,0.05352861,0.098279122,0.002845944,0.094223253,-24.7496428,2.091925945,-0.411816175,0.126863924,-0.350795851,0.000402806,0.000901755,4.46E-05,0.001213127,12.93992441,0.777319358,0.261909747,0.223678234,0.326928089
16. Et Ressurexit,classic,0.690213938,0.04394717,0.10101352,0.003022583,0.063597853,-25.65399111,1.50836621,-0.856208119,0.146463185,-0.079589577,0.000141453,0.000442922,9.39E-05,0.000381732,14.26257361,0.399350356,0.260801422,0.109818244,0.105662371
17. Bass Aria Et In Spritum,classic,0.615292405,0.036330585,0.103605025,0.002430091,0.049778567,-24.76515852,1.820781746,-0.723475789,0.298613532,-0.199217805,0.000240339,0.00043213,6.15E-05,0.000346543,4.81709348,0.513820115,0.422629828,0.218647346,0.139411795
18. Confiteor,classic,0.745119544,0.039953944,0.094324588,0.003848253,0.055893908,-25.80573369,1.893652053,-1.354034292,-0.00578222,-0.012104075,5.98E-05,0.000328565,5.47E-05,0.000152635,6.461702801,0.2230998,0.197973123,0.10445954,0.093714452
19. Sanctus,classic,0.626788254,0.047058822,0.101763208,0.003311987,0.066092954,-25.27545665,1.502523645,-1.355589456,0.020390009,-0.12227448,7.93E-05,0.000267263,2.86E-05,0.000337357,6.745374873,0.238900844,0.258266718,0.105656216,0.093024861
2 Polonaises op26 n1,classic,0.705354018,0.030972921,0.080185149,0.002506171,0.048139783,-26.25184707,2.317146401,-0.95564843,0.090056488,-0.626809875,3.96E-05,0.000583959,7.90E-06,0.000135075,10.82710839,0.315412135,0.199900888,0.175843592,0.162116251
2.Aus Liebe will mein Heiland sterban Soprano Aria,classic,0.525308556,0.043310394,0.102914719,0.004467263,0.056758668,-24.49807127,0.316515773,-2.006933817,-0.238474743,-0.260065485,8.50E-05,0.000526774,8.43E-05,0.000302095,3.793099038,0.454660446,0.274213197,0.233682613,0.255778536
20. Osanna,classic,0.670810716,0.047581783,0.103960109,0.003256792,0.070925628,-25.46915021,1.557455853,-0.914512415,0.094847967,-0.028928039,0.000184374,0.00047008,4.32E-05,0.000719845,9.906431078,0.513680411,0.323125838,0.108953716,0.089344542
21. Benedictus,classic,0.636226945,0.026818266,0.082204589,0.003147882,0.03956683,-25.79524965,2.615412241,-0.318921185,0.344408838,-0.455552108,6.37E-05,0.000821613,8.66E-05,0.000176281,10.04312676,0.492678877,0.228995317,0.224457738,0.237937372
22. Agnus Dei,classic,0.670854488,0.023108707,0.097497668,0.003645331,0.028752004,-26.83900463,2.672629193,0.097674308,-0.171895604,-0.497380384,0.000154457,0.000855087,4.80E-05,0.000613986,7.487596611,0.63534757,0.272827964,0.307177658,0.22000402
23. Donna Nobis Pacem,classic,0.640771273,0.043732774,0.099007317,0.002882523,0.064086611,-24.61864467,1.630463087,-0.852566965,0.067406449,-0.08052404,0.000105482,0.000364099,6.57E-05,0.000364874,12.87952647,0.229494113,0.109026369,0.070875507,0.086551677
3 Piano Intermezzos op117,classic,0.718790662,0.027907736,0.077387045,0.00256092,0.043624784,-27.96514147,2.675884321,-0.761023328,0.320099041,-0.349841374,4.24E-05,0.000686133,3.41E-05,0.000129594,13.4969014,0.328608034,0.13426464,0.116801399,0.102418458
3.Gebt mir meinen Jesum weider Bass Aria,classic,0.599707816,0.041194442,0.100833643,0.002545639,0.062526597,-24.343113,1.967269133,-0.601330686,-0.174936647,-0.160279552,0.000225112,0.000626827,5.72E-06,0.000876065,2.132077818,0.889212551,0.242373953,0.146047731,0.133304892
4.Blute nur du liebes Herz Soprano Aria,classic,0.527385537,0.044352053,0.105085124,0.00203153,0.060326287,-23.15342975,1.79407142,-0.534331005,0.216040657,-0.010572498,0.000136698,0.000600146,9.56E-06,0.000319966,2.040780511,0.566229388,0.150362001,0.192806653,0.145039284
5 Poems op19 n1,classic,0.586919472,0.038007744,0.083044367,0.002668574,0.059314822,-25.41648207,2.190805682,-0.68904428,0.216848785,-0.591180707,0.000157857,0.000649671,0.000222082,0.00049517,14.61871942,0.528470145,0.177274974,0.12373458,0.166850438
5 Songs op107 n5,classic,0.641348974,0.029320457,0.092435973,0.004169311,0.041599119,-26.31460709,2.342067876,-1.168729344,-0.138518289,-0.538335687,3.88E-05,0.000678653,2.43E-05,0.000143496,10.357524,0.439702395,0.3233105,0.234234328,0.169529666
"5.Erbarme dicht, mein Gott Alto Aria",classic,0.509078006,0.050210699,0.106615122,0.001483535,0.080996289,-21.67070834,1.613565108,-0.310564552,-0.007138315,-0.071229149,0.00016087,0.000364656,5.33E-07,0.000613004,4.892121139,0.217170395,0.12686201,0.155741129,0.102035109
6 Songs op3 n1,classic,0.598965071,0.032201008,0.085072105,0.002740179,0.046482345,-24.05132246,2.06704729,-1.180616392,-0.003871066,-0.51875898,5.42E-05,0.00046386,4.36E-06,0.00013588,2.101851126,0.970957147,0.731804981,0.184837417,0.138735666
6 Songs op7 n3,classic,0.572405063,0.0405486,0.085736134,0.002636718,0.059092329,-24.37816922,1.892817842,-0.924332852,0.183542019,-0.643602039,0.000116925,0.000518671,1.56E-05,0.000357801,2.943645601,0.540274044,0.269080496,0.169533801,0.193134585
6.Herzliebster Jesu Chorus,classic,0.519407559,0.04306614,0.099384054,0.001795302,0.062693144,-22.03980574,1.876806513,-0.253317932,0.125663097,-0.164199806,5.24E-05,0.000216904,3.85E-07,0.000179177,0.076932695,0.108704077,0.069959714,0.062880485,0.066094226
7.K?nnen Tr?nen meiner Wangen nichts erlangen Alto Aria,classic,0.52239286,0.046343444,0.109658642,0.002381937,0.068709198,-23.25850928,1.544913923,-0.362916954,0.019704457,-0.131004278,0.000208861,0.000469416,4.12E-05,0.000637402,3.074977584,0.59140376,0.18203647,0.156519544,0.118741549
8 Songs and Romances op14 n8,classic,0.618291112,0.038867035,0.087849113,0.002298232,0.059764089,-25.17810158,2.069242857,-0.745139745,0.091188748,-0.706643745,0.000141865,0.00058905,1.03E-05,0.00038992,8.161693881,0.419276953,0.217304775,0.149970272,0.202256009
8.Mache dich mein herz Bass Aria,classic,0.603517994,0.037368767,0.097550009,0.002076698,0.053585621,-22.83672391,2.086729561,-0.305398776,0.057263987,-0.257728607,0.00011703,0.000377629,1.97E-06,0.000318137,0.897397967,0.378596864,0.128821903,0.102045714,0.10803261
9.O Haupt voll Blut und Wunden Chorus,classic,0.433457422,0.043302334,0.095719459,0.001804192,0.066827183,-22.06231497,1.719387031,-0.338221195,0.280725149,-0.112691928,3.93E-05,0.000203424,2.99E-05,0.000128703,1.599455894,0.073849926,0.071627396,0.074258525,0.076515078
Ballad op32,classic,0.721970188,0.039758535,0.099848584,0.002209628,0.05647474,-28.10303306,1.764653973,-0.654016083,-0.025078584,-0.31267164,0.000136377,0.000579633,1.16E-05,0.000372251,11.38788392,0.540229145,0.29799975,0.208566706,0.164321247
Ballad op53,classic,0.646840149,0.033660639,0.079332568,0.002706108,0.050584952,-25.78412753,2.207971183,-0.882551226,0.352321509,-0.369192812,9.65E-05,0.000638866,5.17E-06,0.000170519,14.63556238,0.345799636,0.188616288,0.161741035,0.102320257
Choral Rosentsprungen,classic,0.576723164,0.015796651,0.075695701,0.00444114,0.019156131,-26.2559303,3.426756004,0.332289051,0.224018198,-0.487728633,2.97E-05,0.000852904,0.00022465,3.42E-05,24.86562165,0.62202169,0.310970799,0.23822057,0.145870773
Concerto for Piano n1 op15 1mov,classic,0.682502635,0.038402409,0.089272661,0.002772181,0.055860742,-25.56442075,2.002790386,-0.674932181,0.305942596,-0.290720791,0.000152973,0.000548054,1.16E-05,0.000328614,9.149408471,0.433489817,0.313200992,0.134276084,0.128707146
Concerto for Piano n1 op15 2mov,classic,0.816108414,0.03306057,0.083813281,0.002643014,0.050052324,-27.61647699,2.262122811,-0.688638745,0.265123191,-0.289304131,0.00010525,0.000580317,1.62E-05,0.00027413,9.386086377,0.525820656,0.336242018,0.165660923,0.151887692
Concerto for Piano n1 op15 3mov,classic,0.684295434,0.039008873,0.09089443,0.003269976,0.057769406,-25.36220947,1.900309787,-0.706888966,0.292278336,-0.281184409,0.000161761,0.000599701,4.37E-05,0.000403703,9.051274033,0.48428656,0.3268944,0.195238276,0.151271352
Etude op10 n01,classic,0.568325792,0.03963495,0.082283578,0.003487502,0.056196467,-23.56696306,2.059869907,-0.931451576,0.510342668,-0.262126643,0.000224502,0.000524003,8.68E-06,0.000265762,0.892467375,0.471512265,0.208354435,0.221363671,0.12874138
Etude op10 n02,classic,0.579212319,0.038580619,0.085080897,0.004953845,0.054388419,-25.11397727,1.60822942,-1.169798684,0.400606394,-0.169171211,0.000119545,0.000691812,0.000215916,0.000200337,19.33476441,0.692696436,0.252003789,0.290119545,0.234254411
Etude op10 n03,classic,0.812446614,0.030040505,0.085172576,0.002501449,0.045191116,-29.76693138,2.383175503,-0.893567448,0.136914553,-0.559317377,5.63E-05,0.001018964,1.06E-05,0.000195685,18.88639835,0.459620556,0.232073091,0.11491353,0.099967092
Etude op10 n04 Drchew,classic,0.627532969,0.043067621,0.102384559,0.003075197,0.063645064,-24.59237052,1.513149429,-0.664867648,-0.056775068,-0.348277035,9.07E-05,0.000431854,0.000151137,0.000287984,7.843061954,0.48480992,0.263710321,0.209890641,0.176552693
Etude op10 n05 ''Black Key'',classic,0.644146608,0.044594918,0.089035333,0.003147274,0.06157444,-25.68045498,1.67573035,-1.151830429,0.454312361,-0.465888281,0.000138961,0.000536028,4.97E-06,0.000238578,1.68807501,0.35692325,0.224327149,0.237540592,0.203975131
Etude op10 n06,classic,0.702313285,0.026843161,0.076681582,0.003008459,0.042788513,-26.39344785,2.655174825,-0.663775387,0.258151126,-0.465217809,3.68E-05,0.000640369,0.000101139,0.000113015,13.86771141,0.321179502,0.101368328,0.112186948,0.108463497
Etude op10 n07,classic,0.607015458,0.033111751,0.077589794,0.003036559,0.049676191,-24.75146614,2.015715147,-0.9915208,0.22091853,-0.380454675,9.03E-05,0.000604662,4.08E-05,0.000185999,21.820518,0.579274397,0.304492887,0.191199372,0.154089743
Etude op10 n08,classic,0.586988574,0.038758987,0.081195691,0.003979553,0.055569641,-24.54829156,1.894202309,-0.96078728,0.463826136,-0.397549832,0.000183173,0.00063763,0.00018273,0.00025108,15.19674434,0.750679591,0.294360564,0.199988795,0.198052671
Etude op10 n10,classic,0.592396444,0.038104198,0.082790294,0.002947864,0.054560771,-24.60253832,1.897465,-1.168696132,0.315982021,-0.353812087,9.72E-05,0.000618062,5.32E-05,0.000221964,18.71063663,0.49908827,0.214800381,0.127601827,0.102068566
Etude op10 n11,classic,0.668572419,0.036394956,0.080753956,0.00258932,0.051507654,-25.37991853,2.163273074,-1.009260987,0.413390238,-0.376219651,8.68E-05,0.000626967,5.27E-06,0.000139542,14.02917443,0.333185887,0.130454549,0.130867231,0.151892371
Etude op10 n12 ''Revolutionary'',classic,0.70417717,0.032394206,0.078333784,0.003481939,0.048962276,-25.54458407,2.332035609,-0.928218016,0.435151874,-0.203723657,7.03E-05,0.000507238,6.35E-06,9.47E-05,2.515571571,0.364661301,0.175027369,0.133814257,0.094371883
Etude op25 n01 ''Harp Etude'',classic,0.708325055,0.034419203,0.081803767,0.002499288,0.051583866,-26.09009405,2.108182486,-1.080679694,0.271149111,-0.266083118,6.41E-05,0.000631216,7.00E-06,0.00015557,14.47960776,0.34669786,0.174980667,0.103796283,0.109960646
Etude op25 n02,classic,0.639003295,0.027542405,0.067814477,0.002836694,0.041128979,-32.16699443,1.123521438,-0.90200166,0.05931227,-0.278373017,0.000318014,0.002184237,0.000196263,0.000718244,134.6891137,0.710139373,0.474610358,0.158235154,0.158353298
Etude op25 n03,classic,0.640816327,0.039786223,0.089207604,0.003297041,0.056370497,-26.06113301,1.68249665,-1.265058312,0.059047711,-0.377479434,0.000163258,0.000635833,7.04E-05,0.000280351,17.33423264,0.766266155,0.289444355,0.208911226,0.18712835
Etude op25 n04,classic,0.663273728,0.03360852,0.079635185,0.00342128,0.0486311,-25.8472731,2.201360815,-0.897545595,0.290682403,-0.252579056,6.28E-05,0.000513654,0.000252394,0.000151811,12.15582022,0.396363353,0.125412987,0.12950773,0.101523667
Etude op25 n05,classic,0.662765078,0.034211101,0.080717304,0.002757413,0.050751094,-26.49747396,2.097702236,-0.965822377,0.352365212,-0.36071904,9.80E-05,0.000608111,9.97E-05,0.000197107,15.74688304,0.491086665,0.216061296,0.191798483,0.130429903
Etude op25 n06,classic,0.670552237,0.036853966,0.082992644,0.003121057,0.054516803,-26.58835145,1.880702721,-1.068602705,0.374315553,-0.376891771,0.000152098,0.000633159,0.000122595,0.000307169,15.30167084,0.79287198,0.353237861,0.252052325,0.240592676
Etude op25 n07,classic,0.839508107,0.02758782,0.078953287,0.002440304,0.04155507,-30.06262869,2.53284522,-0.890704903,0.087004717,-0.61199741,4.33E-05,0.000996024,1.83E-05,0.000149471,15.86959382,0.465164459,0.194694056,0.159604353,0.179645892
Etude op25 n08,classic,0.759398496,0.035843022,0.077789885,0.003072289,0.053033051,-26.62958871,2.084947297,-1.04367231,0.347051265,-0.346472667,0.000100959,0.000603705,0.000298844,0.000194183,17.65405763,0.580797903,0.206446986,0.142739129,0.093662537
Etude op25 n09,classic,0.743341404,0.041037427,0.084432541,0.00427973,0.058067876,-26.58329024,1.8362576,-0.997193348,0.388435702,-0.37787043,0.000133265,0.000621263,0.000436693,0.000284944,14.78387272,0.371984081,0.164666012,0.178003957,0.123413181
Etude op25 n10,classic,0.722228291,0.031491177,0.079835738,0.002738434,0.047071062,-27.2332364,2.33130093,-0.876644476,0.241904086,-0.423607684,6.61E-05,0.000581824,6.77E-05,0.000152058,21.73368211,0.329911342,0.136368876,0.131804999,0.127327359
Etude op25 n11 ''Winter Wind'',classic,0.618684844,0.038247875,0.081011691,0.003397469,0.056140545,-25.31521566,2.076806707,-0.904319624,0.432343046,-0.337421854,0.000138668,0.000461875,5.96E-06,0.000305437,5.871675514,0.39379251,0.237692992,0.21054582,0.151665109
Etude op25 n12 ''The Ocean'',classic,0.585227273,0.040167986,0.095140265,0.002146289,0.056318058,-23.93338692,2.0018421,-0.395844324,0.176309581,-0.133934665,8.30E-05,0.000272437,1.42E-06,0.000195404,1.167829264,0.147418954,0.160442894,0.078036795,0.073083177
Fantasie Impromptu op66,classic,0.713804407,0.040265939,0.098464089,0.002125296,0.058347499,-26.54130266,1.816157804,-0.589363799,0.047633948,-0.236173318,8.97E-05,0.000318115,2.82E-06,0.000266154,6.549783697,0.304354364,0.20151543,0.144910196,0.143276988
Fantasie op116 n2,classic,0.704142012,0.031411561,0.079666628,0.002640659,0.046408218,-27.5137605,2.335560319,-1.074622691,0.145517004,-0.445694191,7.08E-05,0.000542079,1.14E-05,0.000145294,7.151129353,0.627850499,0.267858301,0.183991993,0.117776925
Fantasie op116 n6,classic,0.724082651,0.028334821,0.077690154,0.002544037,0.043901136,-26.8602136,2.552167396,-0.824782674,0.237471659,-0.459305832,4.14E-05,0.000591014,3.11E-05,0.000132332,12.94328493,0.364196211,0.146643796,0.124128167,0.098618442
Grande Waltz op18,classic,0.769212102,0.036578784,0.086132052,0.002743128,0.054523097,-27.12817345,1.971617974,-1.049341006,0.195091306,-0.402241333,8.57E-05,0.000561942,7.41E-06,0.000138345,3.76371737,0.332087772,0.243437633,0.162972534,0.171229328
Impromptu n3 op51,classic,0.618036319,0.031718296,0.082911998,0.002959097,0.048884928,-24.89496585,2.221073506,-0.958135922,0.053521327,-0.584738385,6.59E-05,0.000588963,1.74E-05,0.000156878,4.73665636,0.378786348,0.214775868,0.185557362,0.133922432
Mazurka op30 n2 Drchew,classic,0.609392898,0.031971098,0.080677224,0.003141881,0.050790018,-24.92147386,2.108644148,-0.938845483,0.107001897,-0.582307873,4.71E-05,0.00054344,0.000328517,0.000168857,9.083600116,0.255718125,0.199889205,0.123459488,0.138660087
Mazurka op33 n2 Drchew,classic,0.620526415,0.034239789,0.08408851,0.003183605,0.052892075,-24.74057046,2.04159362,-0.819541958,0.204108258,-0.454355428,0.000133193,0.000667152,0.000177351,0.000213675,11.64392161,0.396401882,0.192607487,0.12339425,0.120409881
Mazurka op67 n3 Drchew,classic,0.630556593,0.03203382,0.079988289,0.003142394,0.050558736,-25.6044316,2.24945147,-0.840203414,0.142243504,-0.467415652,4.14E-05,0.000557513,0.000156017,0.000151999,12.32828907,0.271197749,0.109728261,0.099872037,0.113840934
Mazurka op68 n2 Drchew,classic,0.651844532,0.031910779,0.080334842,0.003571004,0.050004902,-25.23519751,2.163540952,-0.934527557,0.206419711,-0.410213825,4.55E-05,0.000557589,0.000311071,0.000164245,8.762234212,0.330109409,0.151513774,0.146985426,0.113743809
Mazurka op7 n1,classic,0.736088154,0.03404412,0.082665126,0.002726694,0.049050145,-25.94851446,2.248373351,-1.028879435,0.230622962,-0.200495341,4.09E-05,0.000553858,9.63E-06,0.000123073,3.677820253,0.278654763,0.126574756,0.138324407,0.175877615
Mazurka op7 n2,classic,0.683312461,0.032029699,0.084170962,0.003232288,0.050672938,-27.33528924,1.987287068,-1.100002025,-0.090217295,-0.630288719,4.09E-05,0.000598097,0.000114208,0.000178227,7.339209367,0.474666581,0.192168642,0.166606523,0.121832588
Nocturne op09 n2,classic,0.737902388,0.0350864,0.087341705,0.002808953,0.050434686,-29.1839295,2.087103776,-1.064282934,0.215944643,-0.396745951,0.000161782,0.000909774,4.93E-05,0.000243475,15.49112641,0.921387536,0.262068444,0.244949756,0.187874795
Nocturne op09 n3,classic,0.672157111,0.032125769,0.085389764,0.003035555,0.049133634,-26.8574809,2.168432352,-1.023846892,0.196542879,-0.372911922,7.71E-05,0.00076935,2.63E-05,0.000173327,11.32004353,0.66996996,0.24397827,0.200019359,0.17860585
Nocturne op15 n2,classic,0.765780162,0.030495549,0.084515309,0.00265979,0.047031774,-29.28563896,2.250477758,-1.002137978,0.047893866,-0.550042042,7.87E-05,0.000835755,4.74E-05,0.000205899,15.47919307,0.500104123,0.190023778,0.184458408,0.131300828
Nocturne op15 n3,classic,0.727039256,0.028145154,0.080437562,0.002798575,0.043852695,-29.32896433,2.482833131,-0.875669468,0.1190114,-0.447665652,5.90E-05,0.000633059,2.27E-05,0.000197051,12.18565144,0.585602051,0.207131569,0.194299214,0.153102873
Nocturne op27 n1,classic,0.804968515,0.027721803,0.080228731,0.002458786,0.04338833,-30.16640647,2.518200053,-0.767223517,0.387901649,-0.15508801,6.91E-05,0.001397121,2.04E-05,0.000231335,25.87066027,0.529024068,0.174208849,0.147533753,0.120667188
Nocturne op27 n2,classic,0.71006679,0.03378489,0.087086039,0.002772027,0.049074764,-27.77590644,2.08685633,-1.045457293,0.335890932,-0.261339579,0.000122413,0.00131203,4.67E-05,0.00024428,22.86779553,0.589854507,0.305612561,0.181144483,0.158347428
Nocturne op32 n1,classic,0.782970809,0.028279515,0.085234632,0.002971221,0.04414924,-29.73481401,2.394640597,-0.925525941,0.103326649,-0.462187697,7.02E-05,0.001320909,0.000223761,0.00022545,17.0783054,0.719763324,0.250202665,0.188265525,0.171933661
Nocturne op32 n2,classic,0.674678912,0.030262705,0.081940812,0.002555537,0.048081808,-26.57635681,2.332884,-0.94562769,0.088988435,-0.498694762,4.28E-05,0.000689657,3.65E-05,0.00014744,11.4751578,0.434892187,0.153114495,0.146304996,0.1236344
