,NB,DT,SVM,Network,SNB+FULL,SNB+BIC,SVM+Audio,LR_SVM,DT_Audio,LR_DT,Network_Audio,LR_network,NB_Audio,LR_NB,,,,,,,,,,,
139,0.759868421,0.776315789,0.809210526,0.901315789,0.838815789,0.848684211,0.759868421,0.861842105,0.822368421,0.822368421,0.230263158,0.848684211,0.759868421,0.848684211,,,,,,,,,,,
140,0.782894737,0.786184211,0.773026316,0.878289474,0.845394737,0.855263158,0.753289474,0.884868421,0.835526316,0.835526316,0.319078947,0.855263158,0.756578947,0.838815789,,,,,,,,,,,
141,0.756578947,0.796052632,0.779605263,0.868421053,0.871710526,0.881578947,0.815789474,0.884868421,0.828947368,0.828947368,0.684210526,0.861842105,0.717105263,0.881578947,,,,,,,,,,,
142,0.736842105,0.802631579,0.8125,0.878289474,0.861842105,0.878289474,0.763157895,0.878289474,0.838815789,0.838815789,0.730263158,0.888157895,0.736842105,0.861842105,,,,,,,,,,,
143,0.730263158,0.769736842,0.779605263,0.947368421,0.891447368,0.907894737,0.782894737,0.868421053,0.8125,0.8125,0.661184211,0.907894737,0.733552632,0.858552632,,,,,,,,,,,
144,0.726973684,0.766447368,0.776315789,0.934210526,0.871710526,0.881578947,0.815789474,0.894736842,0.842105263,0.842105263,0.552631579,0.881578947,0.769736842,0.881578947,,,,,,,,,,,
145,0.805921053,0.805921053,0.763157895,0.851973684,0.871710526,0.871710526,0.769736842,0.891447368,0.828947368,0.828947368,0.720394737,0.875,0.763157895,0.865131579,,,,,,,,,,,
146,0.776315789,0.753289474,0.776315789,0.858552632,0.861842105,0.875,0.776315789,0.875,0.865131579,0.865131579,0.736842105,0.891447368,0.733552632,0.878289474,,,,,,,,,,,
147,0.782894737,0.782894737,0.763157895,0.756578947,0.881578947,0.891447368,0.786184211,0.904605263,0.835526316,0.835526316,0.338815789,0.891447368,0.769736842,0.891447368,,,,,,,,,,,
148,0.796052632,0.766447368,0.802631579,0.884868421,0.835526316,0.838815789,0.802631579,0.861842105,0.865131579,0.865131579,0.256578947,0.838815789,0.766447368,0.842105263,,,,,,,,,,,
149,0.746710526,0.802631579,0.776315789,0.901315789,0.868421053,0.871710526,0.75,0.875,0.796052632,0.796052632,0.710526316,0.851973684,0.736842105,0.875,,,,,,,,,,,
150,0.779605263,0.802631579,0.789473684,0.904605263,0.891447368,0.894736842,0.796052632,0.898026316,0.786184211,0.786184211,0.75,0.894736842,0.756578947,0.894736842,,,,,,,,,,,
151,0.759868421,0.802631579,0.782894737,0.871710526,0.851973684,0.861842105,0.805921053,0.878289474,0.828947368,0.828947368,0.690789474,0.861842105,0.809210526,0.865131579,,,,,,,,,,,
152,0.773026316,0.766447368,0.809210526,0.851973684,0.855263158,0.858552632,0.773026316,0.875,0.832236842,0.832236842,0.726973684,0.855263158,0.740131579,0.858552632,,,,,,,,,,,
153,0.75,0.805921053,0.776315789,0.855263158,0.865131579,0.875,0.809210526,0.891447368,0.802631579,0.802631579,0.661184211,0.881578947,0.769736842,0.875,,,,,,,,,,,
154,0.726973684,0.779605263,0.763157895,0.809210526,0.871710526,0.881578947,0.766447368,0.884868421,0.851973684,0.851973684,0.394736842,0.881578947,0.740131579,0.881578947,,,,,,,,,,,
155,0.786184211,0.782894737,0.782894737,0.894736842,0.871710526,0.884868421,0.766447368,0.888157895,0.799342105,0.799342105,0.677631579,0.878289474,0.769736842,0.881578947,,,,,,,,,,,
156,0.75,0.776315789,0.773026316,0.884868421,0.805921053,0.815789474,0.766447368,0.825657895,0.848684211,0.848684211,0.740131579,0.851973684,0.759868421,0.819078947,,,,,,,,,,,
157,0.763157895,0.819078947,0.776315789,0.911184211,0.858552632,0.865131579,0.763157895,0.881578947,0.838815789,0.838815789,0.328947368,0.865131579,0.743421053,0.865131579,,,,,,,,,,,
158,0.759868421,0.799342105,0.796052632,0.717105263,0.858552632,0.871710526,0.789473684,0.884868421,0.792763158,0.792763158,0.605263158,0.878289474,0.786184211,0.871710526,,,,,,,,,,,
159,0.736842105,0.799342105,0.796052632,0.898026316,0.861842105,0.868421053,0.789473684,0.884868421,0.828947368,0.828947368,0.723684211,0.868421053,0.733552632,0.868421053,,,,,,,,,,,
160,0.753289474,0.789473684,0.756578947,0.901315789,0.868421053,0.868421053,0.766447368,0.865131579,0.851973684,0.851973684,0.648026316,0.868421053,0.75,0.868421053,,,,,,,,,,,
161,0.763157895,0.8125,0.789473684,0.8125,0.881578947,0.894736842,0.733552632,0.898026316,0.865131579,0.865131579,0.680921053,0.884868421,0.779605263,0.894736842,,,,,,,,,,,
162,0.792763158,0.799342105,0.756578947,0.845394737,0.842105263,0.851973684,0.779605263,0.868421053,0.792763158,0.792763158,0.759868421,0.842105263,0.759868421,0.838815789,,,,,,,,,,,
163,0.720394737,0.786184211,0.796052632,0.888157895,0.845394737,0.851973684,0.779605263,0.861842105,0.822368421,0.822368421,0.710526316,0.851973684,0.756578947,0.851973684,,,,,,,,,,,
164,0.703947368,0.8125,0.779605263,0.878289474,0.865131579,0.861842105,0.799342105,0.858552632,0.838815789,0.848684211,0.680921053,0.851973684,0.799342105,0.861842105,,,,,,,,,,,
165,0.717105263,0.779605263,0.776315789,0.838815789,0.888157895,0.891447368,0.822368421,0.914473684,0.842105263,0.842105263,0.710526316,0.894736842,0.763157895,0.894736842,,,,,,,,,,,
166,0.703947368,0.746710526,0.792763158,0.674342105,0.825657895,0.825657895,0.763157895,0.828947368,0.819078947,0.819078947,0.703947368,0.835526316,0.753289474,0.825657895,,,,,,,,,,,
167,0.773026316,0.835526316,0.773026316,0.822368421,0.875,0.888157895,0.789473684,0.891447368,0.848684211,0.848684211,0.654605263,0.894736842,0.753289474,0.884868421,,,,,,,,,,,
168,0.753289474,0.842105263,0.769736842,0.700657895,0.888157895,0.888157895,0.789473684,0.878289474,0.802631579,0.802631579,0.740131579,0.884868421,0.786184211,0.888157895,,,,,,,,,,,
169,0.773026316,0.773026316,0.799342105,0.924342105,0.858552632,0.865131579,0.789473684,0.865131579,0.799342105,0.799342105,0.671052632,0.868421053,0.720394737,0.865131579,,,,,,,,,,,
170,0.766447368,0.756578947,0.786184211,0.871710526,0.907894737,0.911184211,0.809210526,0.914473684,0.819078947,0.819078947,0.582236842,0.911184211,0.766447368,0.914473684,,,,,,,,,,,
171,0.786184211,0.805921053,0.5625,0.875,0.858552632,0.858552632,0.710526316,0.858552632,0.832236842,0.832236842,0.703947368,0.861842105,0.782894737,0.861842105,,,,,,,,,,,
172,0.746710526,0.786184211,0.782894737,0.934210526,0.855263158,0.875,0.799342105,0.881578947,0.776315789,0.776315789,0.335526316,0.875,0.782894737,0.875,,,,,,,,,,,
173,0.766447368,0.769736842,0.799342105,0.845394737,0.868421053,0.865131579,0.822368421,0.861842105,0.822368421,0.822368421,0.3125,0.865131579,0.743421053,0.865131579,,,,,,,,,,,
174,0.763157895,0.789473684,0.753289474,0.924342105,0.848684211,0.858552632,0.825657895,0.865131579,0.809210526,0.809210526,0.342105263,0.858552632,0.720394737,0.858552632,,,,,,,,,,,
175,0.756578947,0.799342105,0.805921053,0.904605263,0.871710526,0.881578947,0.789473684,0.891447368,0.835526316,0.835526316,0.398026316,0.881578947,0.776315789,0.881578947,,,,,,,,,,,
176,0.776315789,0.753289474,0.766447368,0.898026316,0.875,0.875,0.8125,0.875,0.855263158,0.855263158,0.674342105,0.875,0.759868421,0.875,,,,,,,,,,,
177,0.753289474,0.769736842,0.796052632,0.907894737,0.901315789,0.904605263,0.733552632,0.894736842,0.838815789,0.838815789,0.375,0.904605263,0.75,0.904605263,,,,,,,,,,,
178,0.763157895,0.763157895,0.753289474,0.763157895,0.838815789,0.851973684,0.769736842,0.861842105,0.855263158,0.855263158,0.368421053,0.851973684,0.786184211,0.851973684,,,,,,,,,,,
179,0.756578947,0.782894737,0.825657895,0.802631579,0.848684211,0.868421053,0.805921053,0.878289474,0.851973684,0.851973684,0.759868421,0.855263158,0.746710526,0.868421053,,,,,,,,,,,
180,0.805921053,0.733552632,0.786184211,0.924342105,0.875,0.888157895,0.730263158,0.888157895,0.842105263,0.842105263,0.756578947,0.878289474,0.799342105,0.891447368,,,,,,,,,,,
181,0.743421053,0.792763158,0.8125,0.861842105,0.891447368,0.894736842,0.773026316,0.907894737,0.871710526,0.871710526,0.674342105,0.894736842,0.773026316,0.894736842,,,,,,,,,,,
182,0.8125,0.779605263,0.743421053,0.901315789,0.855263158,0.858552632,0.782894737,0.855263158,0.815789474,0.815789474,0.730263158,0.851973684,0.782894737,0.858552632,,,,,,,,,,,
183,0.657894737,0.799342105,0.799342105,0.786184211,0.805921053,0.819078947,0.789473684,0.819078947,0.838815789,0.838815789,0.309210526,0.819078947,0.799342105,0.819078947,,,,,,,,,,,
184,0.796052632,0.773026316,0.769736842,0.891447368,0.881578947,0.884868421,0.782894737,0.891447368,0.825657895,0.825657895,0.575657895,0.851973684,0.717105263,0.891447368,,,,,,,,,,,
185,0.782894737,0.796052632,0.805921053,0.930921053,0.875,0.875,0.792763158,0.875,0.835526316,0.835526316,0.740131579,0.871710526,0.766447368,0.875,,,,,,,,,,,
186,0.726973684,0.805921053,0.766447368,0.884868421,0.861842105,0.868421053,0.815789474,0.871710526,0.805921053,0.805921053,0.200657895,0.868421053,0.759868421,0.868421053,,,,,,,,,,,
187,0.740131579,0.789473684,0.792763158,0.911184211,0.911184211,0.914473684,0.786184211,0.917763158,0.865131579,0.865131579,0.759868421,0.921052632,0.796052632,0.917763158,,,,,,,,,,,
188,0.776315789,0.766447368,0.773026316,0.618421053,0.894736842,0.901315789,0.822368421,0.898026316,0.832236842,0.832236842,0.720394737,0.878289474,0.763157895,0.901315789,,,,,,,,,,,
189,0.786184211,0.8125,0.756578947,0.911184211,0.848684211,0.868421053,0.782894737,0.868421053,0.819078947,0.819078947,0.404605263,0.868421053,0.75,0.868421053,,,,,,,,,,,
190,0.802631579,0.789473684,0.776315789,0.868421053,0.884868421,0.888157895,0.825657895,0.898026316,0.865131579,0.865131579,0.549342105,0.894736842,0.769736842,0.888157895,,,,,,,,,,,
191,0.651315789,0.779605263,0.789473684,0.838815789,0.865131579,0.861842105,0.796052632,0.875,0.776315789,0.776315789,0.707236842,0.838815789,0.720394737,0.861842105,,,,,,,,,,,
192,0.753289474,0.802631579,0.802631579,0.917763158,0.832236842,0.848684211,0.815789474,0.848684211,0.805921053,0.805921053,0.700657895,0.848684211,0.769736842,0.848684211,,,,,,,,,,,
193,0.707236842,0.802631579,0.776315789,0.789473684,0.907894737,0.911184211,0.756578947,0.917763158,0.819078947,0.819078947,0.661184211,0.865131579,0.763157895,0.911184211,,,,,,,,,,,
194,0.776315789,0.773026316,0.825657895,0.855263158,0.898026316,0.914473684,0.799342105,0.921052632,0.832236842,0.832236842,0.605263158,0.904605263,0.776315789,0.914473684,,,,,,,,,,,
195,0.707236842,0.792763158,0.759868421,0.851973684,0.842105263,0.861842105,0.786184211,0.884868421,0.828947368,0.828947368,0.634868421,0.861842105,0.773026316,0.875,,,,,,,,,,,
196,0.773026316,0.756578947,0.776315789,0.825657895,0.881578947,0.894736842,0.776315789,0.898026316,0.828947368,0.828947368,0.621710526,0.894736842,0.730263158,0.894736842,,,,,,,,,,,
197,0.740131579,0.796052632,0.776315789,0.898026316,0.838815789,0.858552632,0.779605263,0.861842105,0.858552632,0.858552632,0.381578947,0.858552632,0.773026316,0.861842105,,,,,,,,,,,
198,0.773026316,0.786184211,0.786184211,0.845394737,0.858552632,0.868421053,0.782894737,0.891447368,0.819078947,0.819078947,0.726973684,0.861842105,0.753289474,0.851973684,,,,,,,,,,,
199,0.802631579,0.779605263,0.782894737,0.878289474,0.842105263,0.845394737,0.815789474,0.845394737,0.822368421,0.822368421,0.355263158,0.851973684,0.674342105,0.838815789,,,,,,,,,,,
200,0.763157895,0.802631579,0.776315789,0.835526316,0.878289474,0.888157895,0.792763158,0.898026316,0.819078947,0.819078947,0.595394737,0.888157895,0.713815789,0.888157895,,,,,,,,,,,
201,0.782894737,0.842105263,0.759868421,0.855263158,0.868421053,0.871710526,0.789473684,0.881578947,0.828947368,0.828947368,0.657894737,0.871710526,0.75,0.871710526,,,,,,,,,,,
202,0.759868421,0.786184211,0.769736842,0.868421053,0.878289474,0.881578947,0.779605263,0.884868421,0.842105263,0.842105263,0.720394737,0.825657895,0.763157895,0.861842105,,,,,,,,,,,
203,0.753289474,0.779605263,0.746710526,0.927631579,0.832236842,0.845394737,0.822368421,0.861842105,0.805921053,0.805921053,0.75,0.865131579,0.779605263,0.845394737,,,,,,,,,,,
204,0.796052632,0.773026316,0.565789474,0.868421053,0.888157895,0.898026316,0.730263158,0.888157895,0.842105263,0.842105263,0.680921053,0.891447368,0.736842105,0.888157895,,,,,,,,,,,
205,0.763157895,0.776315789,0.763157895,0.842105263,0.842105263,0.848684211,0.789473684,0.851973684,0.8125,0.8125,0.694078947,0.845394737,0.773026316,0.848684211,,,,,,,,,,,
206,0.786184211,0.799342105,0.8125,0.904605263,0.894736842,0.891447368,0.815789474,0.888157895,0.8125,0.8125,0.694078947,0.878289474,0.782894737,0.891447368,,,,,,,,,,,
207,0.703947368,0.802631579,0.756578947,0.878289474,0.871710526,0.881578947,0.796052632,0.894736842,0.802631579,0.802631579,0.759868421,0.878289474,0.743421053,0.881578947,,,,,,,,,,,
208,0.776315789,0.753289474,0.782894737,0.861842105,0.878289474,0.888157895,0.809210526,0.911184211,0.838815789,0.838815789,0.381578947,0.888157895,0.759868421,0.888157895,,,,,,,,,,,
209,0.697368421,0.759868421,0.792763158,0.865131579,0.825657895,0.832236842,0.756578947,0.838815789,0.815789474,0.815789474,0.700657895,0.845394737,0.782894737,0.855263158,,,,,,,,,,,
210,0.763157895,0.779605263,0.779605263,0.782894737,0.851973684,0.851973684,0.782894737,0.871710526,0.822368421,0.822368421,0.648026316,0.861842105,0.753289474,0.855263158,,,,,,,,,,,
211,0.743421053,0.805921053,0.792763158,0.917763158,0.819078947,0.828947368,0.766447368,0.835526316,0.815789474,0.815789474,0.743421053,0.832236842,0.743421053,0.828947368,,,,,,,,,,,
212,0.75,0.838815789,0.792763158,0.884868421,0.838815789,0.855263158,0.763157895,0.861842105,0.842105263,0.842105263,0.677631579,0.865131579,0.769736842,0.871710526,,,,,,,,,,,
213,0.802631579,0.763157895,0.769736842,0.865131579,0.901315789,0.904605263,0.789473684,0.901315789,0.835526316,0.835526316,0.6875,0.901315789,0.713815789,0.871710526,,,,,,,,,,,
214,0.694078947,0.786184211,0.786184211,0.901315789,0.832236842,0.835526316,0.825657895,0.848684211,0.796052632,0.796052632,0.661184211,0.842105263,0.782894737,0.842105263,,,,,,,,,,,
215,0.743421053,0.786184211,0.792763158,0.907894737,0.838815789,0.842105263,0.786184211,0.848684211,0.815789474,0.815789474,0.611842105,0.842105263,0.753289474,0.842105263,,,,,,,,,,,
216,0.782894737,0.822368421,0.782894737,0.792763158,0.888157895,0.898026316,0.796052632,0.911184211,0.835526316,0.835526316,0.644736842,0.894736842,0.769736842,0.898026316,,,,,,,,,,,
217,0.753289474,0.828947368,0.743421053,0.927631579,0.858552632,0.865131579,0.769736842,0.875,0.835526316,0.835526316,0.726973684,0.878289474,0.753289474,0.865131579,,,,,,,,,,,
218,0.743421053,0.802631579,0.782894737,0.865131579,0.878289474,0.875,0.858552632,0.875,0.828947368,0.828947368,0.697368421,0.871710526,0.759868421,0.875,,,,,,,,,,,
219,0.726973684,0.769736842,0.8125,0.861842105,0.835526316,0.848684211,0.805921053,0.851973684,0.819078947,0.819078947,0.450657895,0.845394737,0.759868421,0.851973684,,,,,,,,,,,
220,0.736842105,0.809210526,0.796052632,0.881578947,0.878289474,0.884868421,0.832236842,0.884868421,0.796052632,0.796052632,0.753289474,0.881578947,0.763157895,0.884868421,,,,,,,,,,,
221,0.789473684,0.769736842,0.796052632,0.878289474,0.861842105,0.875,0.805921053,0.871710526,0.815789474,0.815789474,0.338815789,0.875,0.753289474,0.878289474,,,,,,,,,,,
222,0.819078947,0.75,0.786184211,0.944078947,0.884868421,0.888157895,0.773026316,0.891447368,0.832236842,0.832236842,0.391447368,0.888157895,0.743421053,0.888157895,,,,,,,,,,,
223,0.759868421,0.776315789,0.776315789,0.875,0.845394737,0.845394737,0.796052632,0.848684211,0.822368421,0.822368421,0.638157895,0.845394737,0.746710526,0.845394737,,,,,,,,,,,
224,0.773026316,0.763157895,0.789473684,0.904605263,0.891447368,0.894736842,0.802631579,0.891447368,0.815789474,0.815789474,0.677631579,0.884868421,0.746710526,0.904605263,,,,,,,,,,,
225,0.789473684,0.782894737,0.776315789,0.865131579,0.881578947,0.891447368,0.769736842,0.898026316,0.815789474,0.815789474,0.657894737,0.898026316,0.766447368,0.888157895,,,,,,,,,,,
226,0.743421053,0.75,0.789473684,0.911184211,0.871710526,0.871710526,0.809210526,0.878289474,0.809210526,0.809210526,0.569078947,0.868421053,0.753289474,0.875,,,,,,,,,,,
227,0.753289474,0.773026316,0.786184211,0.881578947,0.858552632,0.861842105,0.796052632,0.868421053,0.805921053,0.805921053,0.726973684,0.845394737,0.779605263,0.861842105,,,,,,,,,,,
228,0.792763158,0.792763158,0.796052632,0.888157895,0.868421053,0.871710526,0.805921053,0.884868421,0.805921053,0.805921053,0.799342105,0.884868421,0.759868421,0.861842105,,,,,,,,,,,
229,0.763157895,0.805921053,0.779605263,0.677631579,0.878289474,0.884868421,0.835526316,0.907894737,0.838815789,0.838815789,0.720394737,0.884868421,0.802631579,0.894736842,,,,,,,,,,,
230,0.782894737,0.805921053,0.822368421,0.779605263,0.871710526,0.881578947,0.809210526,0.888157895,0.805921053,0.805921053,0.690789474,0.875,0.769736842,0.884868421,,,,,,,,,,,
231,0.753289474,0.822368421,0.786184211,0.756578947,0.828947368,0.842105263,0.776315789,0.848684211,0.868421053,0.868421053,0.559210526,0.848684211,0.753289474,0.842105263,,,,,,,,,,,
232,0.75,0.773026316,0.759868421,0.914473684,0.832236842,0.842105263,0.8125,0.855263158,0.822368421,0.822368421,0.674342105,0.842105263,0.75,0.842105263,,,,,,,,,,,
233,0.773026316,0.835526316,0.792763158,0.789473684,0.868421053,0.868421053,0.842105263,0.891447368,0.865131579,0.865131579,0.697368421,0.855263158,0.736842105,0.868421053,,,,,,,,,,,
234,0.730263158,0.822368421,0.759868421,0.848684211,0.838815789,0.842105263,0.799342105,0.845394737,0.809210526,0.809210526,0.713815789,0.832236842,0.75,0.845394737,,,,,,,,,,,
235,0.756578947,0.825657895,0.792763158,0.921052632,0.865131579,0.868421053,0.789473684,0.868421053,0.845394737,0.845394737,0.407894737,0.868421053,0.773026316,0.868421053,,,,,,,,,,,
236,0.786184211,0.789473684,0.782894737,0.717105263,0.861842105,0.878289474,0.746710526,0.904605263,0.838815789,0.838815789,0.713815789,0.875,0.733552632,0.878289474,,,,,,,,,,,
237,0.756578947,0.796052632,0.786184211,0.878289474,0.842105263,0.851973684,0.796052632,0.858552632,0.8125,0.8125,0.746710526,0.845394737,0.796052632,0.851973684,,,,,,,,,,,
238,0.664473684,0.828947368,0.779605263,0.927631579,0.868421053,0.878289474,0.776315789,0.884868421,0.858552632,0.858552632,0.694078947,0.875,0.753289474,0.881578947,,,,,,,,,,,
239,0.736842105,0.740131579,0.552631579,0.378289474,0.888157895,0.894736842,0.796052632,0.894736842,0.789473684,0.789473684,0.575657895,0.898026316,0.756578947,0.884868421,,,,,,,,,,,
240,0.822368421,0.782894737,0.773026316,0.924342105,0.878289474,0.881578947,0.776315789,0.881578947,0.838815789,0.838815789,0.677631579,0.875,0.796052632,0.881578947,,,,,,,,,,,
241,0.759868421,0.815789474,0.796052632,0.819078947,0.858552632,0.868421053,0.796052632,0.868421053,0.845394737,0.845394737,0.648026316,0.845394737,0.769736842,0.868421053,,,,,,,,,,,
242,0.802631579,0.838815789,0.799342105,0.858552632,0.851973684,0.858552632,0.799342105,0.855263158,0.861842105,0.861842105,0.753289474,0.858552632,0.776315789,0.858552632,,,,,,,,,,,
243,0.769736842,0.776315789,0.782894737,0.878289474,0.894736842,0.888157895,0.779605263,0.901315789,0.799342105,0.799342105,0.345394737,0.888157895,0.786184211,0.888157895,,,,,,,,,,,
244,0.773026316,0.819078947,0.809210526,0.878289474,0.868421053,0.878289474,0.782894737,0.884868421,0.871710526,0.871710526,0.674342105,0.881578947,0.736842105,0.878289474,,,,,,,,,,,
245,0.802631579,0.815789474,0.585526316,0.740131579,0.878289474,0.894736842,0.789473684,0.901315789,0.838815789,0.838815789,0.641447368,0.894736842,0.782894737,0.894736842,,,,,,,,,,,
246,0.746710526,0.789473684,0.759868421,0.805921053,0.855263158,0.858552632,0.805921053,0.865131579,0.802631579,0.802631579,0.506578947,0.858552632,0.756578947,0.858552632,,,,,,,,,,,
247,0.720394737,0.838815789,0.792763158,0.773026316,0.822368421,0.819078947,0.776315789,0.815789474,0.865131579,0.865131579,0.75,0.819078947,0.769736842,0.819078947,,,,,,,,,,,
248,0.773026316,0.805921053,0.782894737,0.845394737,0.851973684,0.861842105,0.8125,0.858552632,0.828947368,0.828947368,0.697368421,0.861842105,0.756578947,0.861842105,,,,,,,,,,,
249,0.684210526,0.782894737,0.756578947,0.865131579,0.851973684,0.868421053,0.789473684,0.875,0.828947368,0.828947368,0.328947368,0.868421053,0.720394737,0.875,,,,,,,,,,,
250,0.726973684,0.799342105,0.786184211,0.917763158,0.878289474,0.881578947,0.759868421,0.907894737,0.819078947,0.819078947,0.740131579,0.881578947,0.733552632,0.855263158,,,,,,,,,,,
251,0.763157895,0.809210526,0.766447368,0.888157895,0.881578947,0.878289474,0.8125,0.888157895,0.832236842,0.832236842,0.667763158,0.878289474,0.776315789,0.878289474,,,,,,,,,,,
252,0.763157895,0.799342105,0.796052632,0.901315789,0.868421053,0.875,0.792763158,0.878289474,0.8125,0.8125,0.526315789,0.875,0.756578947,0.875,,,,,,,,,,,
253,0.786184211,0.789473684,0.809210526,0.884868421,0.878289474,0.881578947,0.75,0.888157895,0.759868421,0.759868421,0.6875,0.875,0.766447368,0.881578947,,,,,,,,,,,
254,0.730263158,0.766447368,0.802631579,0.947368421,0.878289474,0.884868421,0.802631579,0.878289474,0.8125,0.8125,0.690789474,0.881578947,0.789473684,0.884868421,,,,,,,,,,,
255,0.746710526,0.792763158,0.809210526,0.8125,0.861842105,0.868421053,0.815789474,0.878289474,0.832236842,0.832236842,0.730263158,0.875,0.773026316,0.868421053,,,,,,,,,,,
256,0.802631579,0.789473684,0.779605263,0.875,0.865131579,0.875,0.782894737,0.878289474,0.858552632,0.858552632,0.700657895,0.861842105,0.766447368,0.875,,,,,,,,,,,
257,0.779605263,0.789473684,0.769736842,0.690789474,0.858552632,0.861842105,0.805921053,0.871710526,0.842105263,0.842105263,0.733552632,0.868421053,0.756578947,0.861842105,,,,,,,,,,,
258,0.740131579,0.759868421,0.763157895,0.878289474,0.845394737,0.861842105,0.746710526,0.865131579,0.815789474,0.815789474,0.519736842,0.861842105,0.769736842,0.878289474,,,,,,,,,,,
259,0.763157895,0.796052632,0.766447368,0.878289474,0.894736842,0.894736842,0.782894737,0.898026316,0.782894737,0.782894737,0.694078947,0.891447368,0.763157895,0.894736842,,,,,,,,,,,
260,0.789473684,0.802631579,0.773026316,0.782894737,0.888157895,0.891447368,0.819078947,0.898026316,0.871710526,0.871710526,0.740131579,0.888157895,0.786184211,0.894736842,,,,,,,,,,,
261,0.796052632,0.832236842,0.776315789,0.871710526,0.865131579,0.871710526,0.779605263,0.871710526,0.822368421,0.822368421,0.703947368,0.871710526,0.753289474,0.875,,,,,,,,,,,
262,0.763157895,0.786184211,0.786184211,0.842105263,0.855263158,0.871710526,0.851973684,0.875,0.858552632,0.858552632,0.703947368,0.875,0.759868421,0.871710526,,,,,,,,,,,
263,0.782894737,0.779605263,0.792763158,0.855263158,0.851973684,0.865131579,0.802631579,0.871710526,0.898026316,0.898026316,0.230263158,0.865131579,0.75,0.871710526,,,,,,,,,,,
264,0.782894737,0.759868421,0.779605263,0.904605263,0.855263158,0.865131579,0.786184211,0.884868421,0.822368421,0.822368421,0.378289474,0.865131579,0.743421053,0.865131579,,,,,,,,,,,
265,0.713815789,0.740131579,0.740131579,0.848684211,0.842105263,0.842105263,0.782894737,0.855263158,0.769736842,0.769736842,0.371710526,0.842105263,0.763157895,0.848684211,,,,,,,,,,,
266,0.756578947,0.809210526,0.799342105,0.907894737,0.845394737,0.855263158,0.776315789,0.884868421,0.858552632,0.858552632,0.694078947,0.888157895,0.776315789,0.855263158,,,,,,,,,,,
267,0.799342105,0.802631579,0.782894737,0.819078947,0.858552632,0.871710526,0.805921053,0.871710526,0.828947368,0.828947368,0.223684211,0.871710526,0.759868421,0.875,,,,,,,,,,,
268,0.736842105,0.763157895,0.799342105,0.921052632,0.851973684,0.848684211,0.782894737,0.861842105,0.845394737,0.845394737,0.578947368,0.848684211,0.75,0.848684211,,,,,,,,,,,
269,0.759868421,0.773026316,0.796052632,0.842105263,0.861842105,0.871710526,0.769736842,0.875,0.825657895,0.825657895,0.217105263,0.871710526,0.799342105,0.871710526,,,,,,,,,,,
270,0.822368421,0.763157895,0.776315789,0.825657895,0.861842105,0.861842105,0.782894737,0.861842105,0.809210526,0.809210526,0.677631579,0.842105263,0.75,0.861842105,,,,,,,,,,,
271,0.730263158,0.782894737,0.75,0.838815789,0.855263158,0.875,0.766447368,0.871710526,0.868421053,0.868421053,0.3125,0.875,0.799342105,0.875,,,,,,,,,,,
272,0.703947368,0.786184211,0.773026316,0.769736842,0.822368421,0.825657895,0.740131579,0.832236842,0.838815789,0.838815789,0.661184211,0.825657895,0.759868421,0.828947368,,,,,,,,,,,
273,0.789473684,0.809210526,0.779605263,0.756578947,0.878289474,0.878289474,0.796052632,0.888157895,0.832236842,0.832236842,0.625,0.875,0.746710526,0.878289474,,,,,,,,,,,
274,0.740131579,0.753289474,0.796052632,0.828947368,0.805921053,0.825657895,0.75,0.828947368,0.868421053,0.868421053,0.644736842,0.828947368,0.769736842,0.828947368,,,,,,,,,,,
275,0.756578947,0.796052632,0.802631579,0.927631579,0.875,0.875,0.766447368,0.891447368,0.861842105,0.861842105,0.674342105,0.875,0.753289474,0.875,,,,,,,,,,,
276,0.671052632,0.776315789,0.763157895,0.868421053,0.858552632,0.865131579,0.75,0.875,0.8125,0.8125,0.355263158,0.865131579,0.756578947,0.868421053,,,,,,,,,,,
277,0.792763158,0.786184211,0.766447368,0.881578947,0.855263158,0.865131579,0.802631579,0.881578947,0.809210526,0.809210526,0.671052632,0.865131579,0.763157895,0.865131579,,,,,,,,,,,
278,0.776315789,0.753289474,0.779605263,0.875,0.894736842,0.901315789,0.786184211,0.901315789,0.828947368,0.828947368,0.713815789,0.907894737,0.710526316,0.901315789,,,,,,,,,,,
279,0.789473684,0.825657895,0.805921053,0.855263158,0.878289474,0.891447368,0.799342105,0.898026316,0.828947368,0.828947368,0.680921053,0.878289474,0.740131579,0.894736842,,,,,,,,,,,
280,0.776315789,0.726973684,0.792763158,0.789473684,0.802631579,0.799342105,0.838815789,0.819078947,0.838815789,0.838815789,0.611842105,0.799342105,0.789473684,0.796052632,,,,,,,,,,,
281,0.763157895,0.776315789,0.766447368,0.736842105,0.871710526,0.875,0.822368421,0.858552632,0.842105263,0.842105263,0.664473684,0.881578947,0.776315789,0.875,,,,,,,,,,,
282,0.736842105,0.773026316,0.789473684,0.871710526,0.828947368,0.838815789,0.756578947,0.871710526,0.789473684,0.789473684,0.578947368,0.838815789,0.717105263,0.835526316,,,,,,,,,,,
283,0.802631579,0.796052632,0.796052632,0.907894737,0.875,0.884868421,0.792763158,0.871710526,0.828947368,0.828947368,0.746710526,0.875,0.756578947,0.884868421,,,,,,,,,,,
