name,genre,lowenergy,zerocrossing_mean,centroid_mean,flux_mean,rolloff_mean,MFCC_1_mean,MFCC_2_mean,MFCC_3_mean,MFCC_4_mean,MFCC_5_mean,zerocrossing_var,centroid_var,flux_var,rolloff_var,MFCC_1_var,MFCC_2_var,MFCC_3_var,MFCC_4_var,MFCC_5_var
HeatsOnG,jazz,0.669544106,0.147539317,0.263790311,0.002296059,0.257306406,-25.23263879,1.50201593,-0.082553118,0.280014635,-0.104011571,0.005992092,0.007031437,0.000137114,0.036463846,11.71110279,0.543285988,0.338354411,0.129084106,0.118516146
heavy,jazz,0.602025506,0.138935449,0.240292661,0.003009771,0.229781697,-25.07339567,1.56815258,0.018132177,0.333974034,0.118276285,0.004953466,0.00588251,8.45E-05,0.027367902,11.63999333,0.642584407,0.361070116,0.197692844,0.106626643
Here,jazz,0.608111015,0.066089973,0.160445572,0.003955919,0.096902323,-24.5643642,2.635539181,0.341019918,0.411474204,-0.257028301,0.001955341,0.005424998,1.24E-05,0.010138228,2.816268515,0.378561168,0.215499634,0.154765715,0.14737629
HIFLY4,jazz,0.585086042,0.066525912,0.176959665,0.003615743,0.083559008,-24.82194498,2.8431049,0.313609696,0.449404524,-0.00235943,0.00162225,0.003701257,1.03E-05,0.009265559,3.135185239,0.285177561,0.303802169,0.122397326,0.197402939
honey,jazz,0.608844313,0.056097126,0.107687481,0.005383677,0.084255702,-25.19691025,2.554710143,-0.52391877,0.459978745,-0.111684553,0.00036323,0.000621474,2.37E-05,0.000820099,2.512664209,0.36312403,0.18051291,0.178208027,0.182495924
hornfunk,jazz,0.625548727,0.115849268,0.187818074,0.002296654,0.186652411,-23.18947162,1.838339197,0.058475397,0.044023133,-0.06438083,0.002195522,0.002259262,2.25E-06,0.010078352,2.666579394,0.959453901,0.146319659,0.132454728,0.076984583
HOW,jazz,0.630956031,0.041145634,0.093542498,0.00426856,0.061623965,-26.32741548,3.485727866,-0.103188588,0.209510734,-0.20286431,0.000471687,0.000992614,1.33E-05,0.001483521,6.394157506,0.696551228,0.226106855,0.158728737,0.112002248
Howhigh,jazz,0.698048905,0.052306775,0.117027458,0.004943432,0.078690452,-25.37093356,2.586591606,-0.218843451,0.192929904,-0.695777262,0.00038823,0.000858136,0.000157242,0.000986232,8.072554933,0.72180384,0.590884388,0.12744218,0.143864583
HowIns,jazz,0.54706331,0.049109367,0.168892684,0.003618214,0.046840292,-24.5806742,2.900578431,0.31620969,0.609654084,0.068113626,0.000752106,0.00384421,7.13E-06,0.001066817,1.066068845,0.143327076,0.108197171,0.076750538,0.108663366
HushABye,jazz,0.600061798,0.073498292,0.175962784,0.003387692,0.092241393,-25.09303389,2.737264804,-0.348452927,0.231808475,-0.133680409,0.001554734,0.004298017,1.99E-05,0.006343091,6.312368429,0.424288501,0.249131023,0.123940635,0.143539419
IALikeBeingInLove,jazz,0.704808953,0.115781335,0.228682685,0.002569633,0.15521532,-26.58108808,2.696086745,-0.402597909,0.232505847,-0.166039855,0.005473212,0.007866082,8.13E-06,0.035698214,2.884520974,0.593817297,0.315797631,0.183911197,0.141738412
ICWABook,jazz,0.638420174,0.066744441,0.1539182,0.003802452,0.078959652,-26.19587777,3.030025955,-0.363444107,0.149942507,-0.314240626,0.001800015,0.004641637,7.44E-05,0.006247462,10.24254778,0.689972728,0.320123622,0.183707895,0.163506349
Idkwhtime,jazz,0.684441198,0.087261575,0.207370904,0.003476524,0.120449483,-27.21217163,2.504043236,-0.253083784,0.446586719,-0.026638042,0.003815959,0.006573404,1.79E-05,0.018585317,5.521590572,0.614933872,0.325576335,0.224959451,0.206956347
idmathing,jazz,0.567634561,0.11188215,0.249435477,0.00303649,0.185377603,-24.4927219,2.18709611,0.058573478,0.293789883,-0.031549617,0.003504994,0.005759383,6.01E-05,0.035836138,4.677535628,0.477268686,0.143732127,0.089708436,0.087304652
If_bell,jazz,0.624849579,0.056861802,0.157408412,0.004194484,0.063961488,-26.00768665,2.965806668,-0.166974317,0.013980359,-0.403449407,0.001005586,0.004115824,1.83E-05,0.004870603,6.402942346,0.535175119,0.244821719,0.281520955,0.325387367
IGotRhythm,jazz,0.605083089,0.097280043,0.190596752,0.00441198,0.141471208,-25.07764103,1.402123582,-0.368030893,0.448851262,0.132727798,0.001052885,0.002222683,1.45E-05,0.003619667,3.409408976,0.481284961,0.30691085,0.271069316,0.220994304
IGrownAcc2HF,jazz,0.635609998,0.064908485,0.135477578,0.002788807,0.085078041,-27.00361051,2.856190075,-0.596437953,0.187320915,-0.366008651,0.0008668,0.002547702,2.29E-05,0.002374853,7.9631644,0.615825299,0.297132199,0.15848374,0.157727201
Impressions,jazz,0.568677619,0.124879006,0.244172924,0.00282718,0.232851858,-24.15557661,1.801717625,0.406827217,-0.001929031,-0.062922524,0.001944629,0.002878166,5.05E-06,0.012431561,1.885065502,0.408631546,0.217899847,0.143690081,0.148160675
ineverknew,jazz,0.653457999,0.058930614,0.155019203,0.005258307,0.09543349,-26.03422238,2.70864652,-0.018843782,0.405002359,0.014807231,0.001859415,0.007525077,7.84E-05,0.015265846,7.550452914,0.442253358,0.235323106,0.136446794,0.16426478
intheevening,jazz,0.581730769,0.039414094,0.103029074,0.003675297,0.05211221,-24.98235499,3.104428431,0.446606823,0.683698913,-0.368247576,0.000157605,0.00071606,7.50E-05,0.000587883,3.914247439,0.30032261,0.154262603,0.106938404,0.141653012
in_love_with_night,jazz,0.579689704,0.070263266,0.181133354,0.003615205,0.087961977,-24.95990987,2.681019716,-0.082495118,0.260890771,-0.249515607,0.001257808,0.003443029,1.63E-05,0.005227659,8.287673958,0.375851382,0.220331324,0.167615173,0.166231394
ISaidItbefore,jazz,0.648218347,0.067708796,0.153290026,0.003402356,0.097801823,-25.38364983,2.522806469,-0.47530644,0.299746396,-0.334859025,0.000780293,0.003256897,0.000106944,0.004756356,8.810961428,0.453844368,0.216647116,0.15036034,0.156912208
israel,jazz,0.607025524,0.088836004,0.215795069,0.003672785,0.123487885,-25.8729292,2.653850995,-0.127410703,0.369425646,0.069736123,0.002786782,0.007695186,0.000128577,0.022496324,6.402144534,0.40053394,0.244970865,0.145414681,0.147838913
itsallright,jazz,0.565804274,0.060279795,0.168974554,0.006751448,0.056605538,-26.16962185,3.090984842,0.213267982,0.394859569,0.044241982,0.00088517,0.004405701,0.00015942,0.002880747,10.03964489,0.519526377,0.279817051,0.111418389,0.111411564
itsjusttalk,jazz,0.625663482,0.086703291,0.188280835,0.002589129,0.129886165,-25.24430504,2.220748134,-0.024252734,0.255282811,-0.123474006,0.00133322,0.002934033,6.62E-05,0.006313814,14.90470985,0.403108073,0.31191094,0.12252529,0.120310711
I_Wont_Dance_R,jazz,0.650805735,0.087769122,0.210930162,0.003504724,0.114642697,-25.10587715,2.516290341,-0.260033477,0.429399785,-0.071285406,0.002048041,0.00619232,5.98E-05,0.013593645,7.118564827,0.394631746,0.244982147,0.181738156,0.167226176
jordu2,jazz,0.781136008,0.106461715,0.208889109,0.002766055,0.17512524,-23.76010724,1.735318462,-0.506002001,0.302570259,-0.079493476,0.002708973,0.007643435,7.46E-05,0.022181114,4.740684485,0.814168216,0.415226206,0.090296073,0.131053161
JoySpring,jazz,0.550634075,0.079419705,0.190910578,0.003172118,0.106127737,-24.46352024,2.529310458,-0.222426731,0.419583476,-0.120977078,0.002781718,0.005489279,2.70E-05,0.014545897,13.46464624,0.31557734,0.159264874,0.115008933,0.135221779
Justfren,jazz,0.580795778,0.055766673,0.173436335,0.004826698,0.060338749,-25.00379024,3.294635939,-0.043609462,0.231562219,-0.153098388,0.000446509,0.002504934,0.00021048,0.00148287,5.730296,0.46784812,0.284552243,0.215918395,0.302154376
JustOneG,jazz,0.667875022,0.121256777,0.222780566,0.002270632,0.206991792,-24.88485779,1.530501922,0.048790853,0.184564032,-0.07157404,0.002938449,0.003721069,6.63E-05,0.010975924,16.06023683,0.448288863,0.184126521,0.115524326,0.075516487
kicker2,jazz,0.527899977,0.060118577,0.200748387,0.014102068,0.082482796,-23.07517368,2.095658947,0.107710075,0.159585969,-0.157938682,0.001138352,0.00675878,0.001967451,0.00534793,9.966189666,0.887970047,0.547011004,0.237011907,0.178251458
killerjoe,jazz,0.585780526,0.08485986,0.168011119,0.002123947,0.116028092,-24.49103026,2.542404804,-0.24999301,-0.059440857,0.070416073,0.000937317,0.001655477,6.00E-06,0.004931171,4.932831319,0.846926641,0.341620093,0.111982549,0.167930329
LauraG,jazz,0.598690545,0.043681907,0.100001335,0.003975389,0.066068975,-25.37376947,2.731500131,0.401867917,0.325240667,-0.29884824,0.000577037,0.000902064,0.000207555,0.00237278,15.75482073,0.532049471,0.179372924,0.221196378,0.146221672
lazybird,jazz,0.541902962,0.105022243,0.224268559,0.002855849,0.177075405,-24.60028087,1.61459535,0.13614225,0.320345937,-0.212653898,0.001220366,0.002956445,1.77E-05,0.008022293,6.637966761,0.591791909,0.197443488,0.129818695,0.102556922
LBirdland,jazz,0.58964827,0.080780282,0.199371234,0.003362244,0.111821195,-24.85994188,2.551422324,0.151415804,0.31085711,-0.19848816,0.001788486,0.004670129,9.78E-05,0.011930721,6.324554782,0.366488043,0.170849897,0.125738043,0.120015631
LibertyCity,jazz,0.67026179,0.201132433,0.298610084,0.002100687,0.353560694,-25.9016807,1.101475285,-0.167898641,0.262090122,-0.009319465,0.012882349,0.010534162,1.45E-05,0.060017417,7.594679528,0.841989075,0.299008237,0.140599922,0.116798626
LilDarlin,jazz,0.511674673,0.118452457,0.202810011,0.001911168,0.207868165,-23.85725593,1.523716544,0.042343575,0.228021085,-0.253088439,0.003406439,0.005143039,8.66E-05,0.017857057,11.82654918,0.527515048,0.231472814,0.20835205,0.075477214
LittlePixieG,jazz,0.67483486,0.137047602,0.24301404,0.002374005,0.230839614,-25.43299551,1.41098909,0.142630966,0.208319634,-0.084503626,0.002777469,0.003965574,0.000107854,0.018487323,15.02688444,0.522550633,0.310032114,0.145679418,0.102680379
Lovehere,jazz,0.593811811,0.107517787,0.202891137,0.002649681,0.182693082,-24.50585759,1.905629007,0.094367118,0.081366552,-0.214631013,0.003226698,0.003684379,0.000144728,0.016047988,7.908449939,0.924775935,0.322122152,0.176710138,0.127100454
LoveMachine,jazz,0.592989289,0.148962823,0.259880181,0.003325299,0.256685009,-25.36128879,1.713188231,-0.02941474,0.227210868,-0.032985411,0.012999938,0.01304979,8.74E-06,0.05694183,7.918697688,1.084361308,0.321285842,0.19303116,0.150969686
Lover,jazz,0.577158035,0.07110619,0.204303721,0.004239148,0.087139404,-24.8800391,2.471906074,0.638656503,0.360331497,-0.444896727,0.001194699,0.002936103,7.84E-06,0.008432898,1.193827959,0.210494141,0.103575196,0.163567009,0.088992026
Lovewalkedin,jazz,0.693630991,0.078890616,0.186626614,0.00358781,0.110497835,-27.17898245,2.485965826,-0.336826567,0.412704225,-0.162263,0.002251804,0.00549028,1.60E-05,0.013809669,4.751480352,0.542075675,0.34172137,0.230851556,0.209034959
lullaby,jazz,0.628820185,0.104891721,0.21380147,0.003103038,0.161660262,-24.9768875,1.985886972,-0.082158537,0.29687597,0.004036333,0.003289989,0.00405866,1.30E-05,0.017633978,6.974374418,0.805819475,0.281897503,0.158579295,0.164901825
Lulu,jazz,0.572109654,0.07580812,0.148146452,0.003509503,0.099354516,-24.45771312,2.329377082,-0.629340403,0.368475101,-0.267542462,0.00090962,0.002361998,2.05E-05,0.002411954,4.01296225,0.783394605,0.307861456,0.169153065,0.120121838
LushLife,jazz,0.605102862,0.03277542,0.104246028,0.003966335,0.037071693,-24.718727,3.446471586,0.49958328,0.105052876,-0.285327602,0.000101583,0.000972698,9.39E-06,0.000145447,6.723076274,0.292258359,0.101492445,0.137185945,0.09640421
Mack,jazz,0.636288902,0.117595652,0.219035471,0.002260413,0.179782875,-24.88289633,1.506901575,-0.10540593,0.210237849,-0.095635268,0.002247143,0.00308554,0.000114086,0.009837167,6.314232089,0.482304792,0.261604057,0.152225802,0.158526002
maisquenada,jazz,0.585301258,0.101260646,0.223737416,0.003599628,0.173558358,-24.36991493,2.053248539,-0.430125623,0.310996715,-0.053643723,0.002333293,0.007351439,0.000119872,0.02187763,4.107956141,0.347984647,0.218791023,0.123400483,0.17566881
manteca,jazz,0.694106714,0.067878071,0.160971901,0.00430943,0.087791492,-25.05412238,2.727374635,-0.354349895,0.159650105,-0.272107155,0.001850949,0.004727271,4.39E-05,0.006468864,5.244866868,0.345635895,0.210929745,0.141452424,0.124146801
MapleLeafRag,jazz,0.57189277,0.077089656,0.134962282,0.002481862,0.118784594,-23.59723589,1.934727472,-0.744085117,0.052032487,-0.40689555,0.000329703,0.000657296,8.19E-05,0.000869878,7.736488572,0.296978592,0.224093135,0.115486701,0.112800172
meantome,jazz,0.721321101,0.061323067,0.115543805,0.003105525,0.094821958,-27.35457655,2.303009384,-0.936935951,0.070211136,-0.568678502,0.000238162,0.000705615,2.39E-05,0.000673849,6.076565443,0.575083342,0.244698445,0.184972935,0.177735155
MembersOnly,jazz,0.579877441,0.053733006,0.139358001,0.004015329,0.081434716,-25.26019618,2.629332513,0.282514496,0.325549908,0.076428768,0.000940563,0.00173414,8.10E-05,0.004753587,7.058584525,0.485857786,0.297893381,0.146068643,0.123409822
menilmuche,jazz,0.535591689,0.082444965,0.183305003,0.003002569,0.112133314,-24.35900676,2.264286891,-0.427191835,0.465960335,-0.192901803,0.001493941,0.002873713,0.00010139,0.005028587,7.704406284,0.324284065,0.293978156,0.106952929,0.13148456
misty,jazz,0.609633625,0.071142065,0.149232899,0.003106671,0.113959707,-25.76667888,2.52643528,-0.062686572,0.167032672,-0.129137286,0.001529623,0.00324677,9.98E-05,0.008712101,7.975439626,0.49178942,0.325640576,0.16299299,0.153117236
MNKSMD,jazz,0.622295673,0.072000214,0.172699581,0.003087071,0.096279819,-23.90545377,2.172638292,0.037766113,0.258115605,-0.022534301,0.000838043,0.002635125,2.80E-06,0.002978464,1.334153259,0.201492023,0.160389539,0.107444553,0.099277565
moanin,jazz,0.636614173,0.131421685,0.282169264,0.002915919,0.245732169,-26.16697653,2.043027825,0.150490942,0.102688938,-0.245989893,0.009812655,0.012080063,2.41E-05,0.075397907,9.186497421,0.675123212,0.349077427,0.345036938,0.442463478
move,jazz,0.587178992,0.057872401,0.163706137,0.004354922,0.060557276,-25.89699324,2.935547369,0.032842183,-0.03854506,-0.328880766,0.001035324,0.004255631,0.000203883,0.00398668,21.50566452,0.626389696,0.1981044,0.194727477,0.223889826
mvoyage,jazz,0.547361963,0.09768019,0.199414682,0.002781057,0.167535435,-22.78730446,2.060806524,-0.152126647,0.187988874,-0.182211672,0.0046128,0.006717196,0.000323679,0.028698659,6.980846714,0.601598506,0.363223477,0.099535527,0.145628544
mwv_blues,jazz,0.648685098,0.050127094,0.11649042,0.005382715,0.06781393,-26.20448917,3.03047596,-0.056411365,0.617446114,0.085616537,0.000809902,0.001891752,2.98E-05,0.001480463,5.04570607,1.039028823,0.321849038,0.232584354,0.223353802
my1aonly,jazz,0.635415125,0.068829755,0.156870726,0.003135069,0.116581527,-26.16358415,2.529085273,0.307877575,0.19477575,0.053835818,0.002568791,0.005264517,8.14E-05,0.018721805,10.38496583,0.518434832,0.392945151,0.175048402,0.119879313
myfavts,jazz,0.610215054,0.051802482,0.138827165,0.003033036,0.069661672,-24.64014652,2.763376048,-0.4619605,0.248716934,-0.157999675,0.000250049,0.001079339,5.00E-06,0.00040143,11.59916425,0.248192201,0.144205274,0.093275013,0.049618216
NARDIS,jazz,0.597289226,0.058406377,0.108860773,0.002748609,0.091457463,-24.97247616,2.524863563,-0.734753424,0.273800597,-0.452465709,0.000179642,0.000530601,2.77E-05,0.000495542,4.585710189,0.428051631,0.163943263,0.126612773,0.12163837
nardis2,jazz,0.681939332,0.063470205,0.117820241,0.003686796,0.097949038,-26.86410615,2.172257298,-0.823289562,0.192890261,-0.50587519,0.000599546,0.000818756,0.000131154,0.001012074,9.500194507,0.83185365,0.249720052,0.196464068,0.194652547
Nardisg,jazz,0.587808219,0.072575243,0.18872268,0.003149252,0.098128185,-25.45378374,2.620834423,0.200836755,0.461779755,-0.279920373,0.002067749,0.0055639,0.000144703,0.012932435,8.299102051,0.37279183,0.255241958,0.111307992,0.176727152
NETBOP,jazz,0.637302356,0.056055311,0.155261188,0.004840722,0.072394799,-26.26758451,2.865861182,-0.166585176,0.492970055,0.013823479,0.000935119,0.002663519,2.19E-05,0.003798184,3.175052209,0.454434009,0.258288412,0.14346342,0.153451205
nica,jazz,0.645208317,0.102487342,0.224079462,0.00315632,0.154423303,-25.72641062,2.429049602,-0.443453178,0.410136873,-0.140269098,0.00519757,0.00940104,9.31E-05,0.035628518,11.02057743,0.473077555,0.353734668,0.134607743,0.160821294
Nicadream,jazz,0.621048472,0.067173462,0.198971639,0.004411941,0.071262567,-25.06029421,2.77275347,0.026860139,0.119127366,-0.303240186,0.00106912,0.003210097,1.51E-05,0.003578932,3.167180576,0.407013836,0.205040318,0.192177828,0.202099563
niteday,jazz,0.559525826,0.044349337,0.103560154,0.00370544,0.06338779,-26.71626332,2.920506465,-0.103789448,0.275774008,-0.576083489,0.00025966,0.001134949,0.000182654,0.000846101,30.72232025,0.672875142,0.308218003,0.116944755,0.12399227
NothinG,jazz,0.629117179,0.121880473,0.201148304,0.001854201,0.220373834,-24.75421826,1.312623072,-0.119106372,0.0789056,-0.17075122,0.002044034,0.003343696,0.000123844,0.007319766,21.72975462,0.335967291,0.143602454,0.122705545,0.068322643
nowsthet,jazz,0.566948887,0.086903807,0.183178267,0.002860759,0.157539045,-25.29191396,1.899766364,0.067719114,0.377217413,-0.132478505,0.001900518,0.004817069,0.000295331,0.010902586,30.23103262,0.799521357,0.237818917,0.157197855,0.145233835
nuages,jazz,0.640395248,0.048516064,0.11354391,0.00384643,0.072065185,-27.30632802,2.759479568,-0.149451268,0.282010094,-0.638869945,0.000338973,0.000874901,0.000144498,0.001038039,7.974066325,0.743793554,0.556675757,0.137607748,0.134015557
olddevilmoon,jazz,0.65712963,0.077333905,0.197551696,0.003426411,0.093919977,-26.29834316,2.677511339,-0.242704907,0.412264028,-0.115588914,0.001024076,0.004101715,1.11E-05,0.00654033,2.973659772,0.463164799,0.300142074,0.187784401,0.169603638
onenote,jazz,0.618001931,0.070614442,0.171443908,0.003765774,0.103192073,-25.93303708,2.581759842,-0.200500891,0.05250911,-0.200144241,0.001522527,0.005161509,6.47E-05,0.009166267,5.888503223,0.791261158,0.618381761,0.292445262,0.295992056
ontheotherhand,jazz,0.645890241,0.062058098,0.116357206,0.003537994,0.096613137,-26.33748374,2.202263408,-0.910529828,0.162245116,-0.496728463,0.000282203,0.000743036,7.02E-05,0.000658516,12.00295371,0.654906221,0.22894992,0.213485898,0.173274257
OpFunk,jazz,0.644518927,0.097054191,0.248904807,0.003911486,0.130217786,-26.23336133,2.474790726,-0.350092211,-0.011862359,0.006824743,0.004240362,0.008328289,2.29E-05,0.035491998,8.48344809,0.66752927,0.51535967,0.476992086,0.60859349
Orfeo,jazz,0.636964448,0.035276003,0.094925114,0.004318212,0.046722872,-27.20490695,3.369070601,0.350708022,0.647256244,-0.467090179,0.000125839,0.00088313,0.00038543,0.000528924,12.14476503,0.462297904,0.235767382,0.125998681,0.125770236
OurLove,jazz,0.593033016,0.056840274,0.112225283,0.002848975,0.089765568,-24.88722149,2.463858772,-0.777884697,0.045977032,-0.648316267,0.000131639,0.000664505,7.39E-05,0.000587272,7.11603365,0.41023288,0.163055034,0.180811843,0.145226327
outwhere,jazz,0.573284133,0.042515794,0.102979792,0.003608434,0.056794155,-25.63484158,3.129877176,0.166819995,0.546033069,-0.483214555,0.000265412,0.000833714,0.000174241,0.000742356,11.59161184,0.379763177,0.351571252,0.133233017,0.123119935
palco,jazz,0.653591985,0.119878617,0.224329486,0.002603727,0.197092281,-24.00366765,1.955246822,0.192650238,0.03763203,-0.222539361,0.003922031,0.005394747,9.68E-05,0.016033238,6.211381122,0.418390376,0.188097589,0.124748326,0.123143959
Passanova,jazz,0.607837862,0.050212788,0.113414597,0.004389789,0.075346982,-25.64753099,2.751485674,-0.101974459,0.286612326,-0.654259445,0.000320323,0.000749016,6.12E-05,0.000902478,4.251555554,0.586247048,0.515387242,0.148364971,0.131079464
pennies,jazz,0.565942939,0.04026273,0.102112837,0.004413601,0.053021389,-25.50997023,3.163438192,0.287464394,0.452785688,-0.52678816,0.000181442,0.000770525,6.51E-05,0.000706923,10.13914119,0.34467133,0.325633516,0.138935824,0.141959082
people,jazz,0.685646378,0.073752881,0.161425905,0.00370752,0.110911479,-27.15104841,2.412286099,-0.402469639,0.259909893,-0.268859901,0.002311449,0.005219502,5.88E-05,0.012433319,12.91495249,0.478559032,0.338167523,0.145777956,0.178338494
perissc,jazz,0.576734132,0.072111154,0.177086202,0.003278875,0.099391271,-24.60311685,2.508886277,-0.2906477,0.355665162,-0.218718388,0.001443389,0.004363546,0.000112473,0.006208835,4.309659473,0.280900767,0.19043861,0.105313968,0.132781449
pinebark,jazz,0.695273632,0.122242632,0.207723609,0.003147818,0.203478599,-24.64872647,1.500849387,-0.051847456,0.156374239,-0.322108679,0.004025637,0.00457145,1.56E-05,0.018817641,4.254867675,0.677071177,0.330646541,0.268582121,0.138526345
poinciana,jazz,0.707392949,0.057313729,0.156291817,0.006516795,0.095474817,-28.03754076,3.185561162,-0.015829725,0.189915954,-0.102348801,0.002496681,0.010260919,6.41E-05,0.027153872,7.564048832,0.622809785,0.476666434,0.235206688,0.305939872
polkadot,jazz,0.578522657,0.047628015,0.105802048,0.003524751,0.063177272,-26.3409996,2.952514205,-0.087939231,0.413149914,-0.551980424,0.000424959,0.001071894,0.000218606,0.000912535,20.6657444,0.763323291,0.581689064,0.143390725,0.131208469
prelude,jazz,0.59598763,0.082331566,0.163404603,0.003059468,0.138817824,-25.06039497,2.524116067,-0.104083716,0.482045827,0.088432216,0.002435752,0.00469914,7.41E-05,0.017221055,8.873502189,0.382863723,0.218958771,0.1527084,0.139896463
quick,jazz,0.601880192,0.084344359,0.17614448,0.003178426,0.126261272,-25.22904288,2.19923532,-0.243752388,0.35404546,-0.15953233,0.002567355,0.004584146,0.000194838,0.011751255,12.67022871,0.429191659,0.210548852,0.145338303,0.12244578
RhyANing,jazz,0.551127214,0.096213039,0.226830302,0.004338508,0.155124558,-25.50183874,2.09255147,-0.397380477,0.540895762,0.025152696,0.002998947,0.009114318,0.000207008,0.033428329,9.679173425,0.574489365,0.391284729,0.313629496,0.331075618
riofunk,jazz,0.64154496,0.087436854,0.180779028,0.003871428,0.131498921,-25.74872408,2.196472181,0.495222159,0.256851508,-0.268127186,0.003038385,0.00494856,6.46E-05,0.013593922,6.59531965,0.653539759,0.225369783,0.182346693,0.161677027
RioSamba,jazz,0.632040309,0.120256997,0.198547376,0.002813518,0.190661826,-24.9596041,1.971568462,0.256687794,0.099484134,-0.067484983,0.001448754,0.001995326,1.45E-05,0.008613149,5.250374476,0.545794191,0.285745238,0.19377964,0.106416753
rndmngt,jazz,0.553525226,0.07128516,0.17497605,0.002583446,0.114745212,-24.18856552,2.206853843,0.103488834,0.469621403,0.014628369,0.000963502,0.002831658,8.18E-05,0.004378178,7.909176397,0.439090963,0.196014534,0.155756978,0.122773536
RockMeBaby,jazz,0.553404394,0.141831135,0.23356683,0.002290642,0.227218138,-23.99102323,1.499097378,0.125055882,0.263217122,-0.091174894,0.002327767,0.003203159,0.000113488,0.013498294,10.91531684,0.65263224,0.225641411,0.108071426,0.10783315
rollem,jazz,0.551394159,0.062158099,0.108364843,0.003149942,0.09841775,-23.76480274,2.342310309,-0.776348794,0.337384049,-0.339879235,0.000212859,0.000613523,0.000162144,0.000478822,12.67712801,0.312105122,0.121726649,0.113161835,0.108854992
roofgdn2,jazz,0.613638371,0.122041048,0.24248934,0.003128255,0.208080289,-25.47310764,1.772517814,0.057469959,0.031084337,-0.101175086,0.004770555,0.005088823,9.50E-05,0.027677225,13.85309261,0.631694217,0.318900377,0.158460347,0.103172841
Samba_do_Aviao,jazz,0.565409027,0.045452173,0.127512569,0.00637101,0.06146633,-26.82310311,2.982228319,-0.041808594,0.430171538,-0.122086141,0.001615219,0.004609136,0.000215408,0.007280663,9.09502492,0.690861885,0.371451333,0.198990344,0.196586052
santa,jazz,0.601671891,0.073417251,0.187487448,0.004036067,0.090620075,-25.89704213,2.673511647,0.001175508,0.519764251,-0.060096399,0.003104955,0.004418586,1.93E-05,0.010940666,5.73787718,0.653251709,0.362968339,0.250028059,0.175731591
SatinDol,jazz,0.644692239,0.058678065,0.113578957,0.003532209,0.090917981,-25.73988635,2.353148874,-0.671882053,0.294405787,-0.364319458,0.000358745,0.000726387,6.25E-05,0.000862828,10.10391068,0.46223016,0.183020057,0.20117117,0.169000553
satin_doll,jazz,0.593302752,0.080024665,0.198093525,0.003276607,0.1172547,-25.96657725,2.477535841,0.003573798,0.540494566,0.076333016,0.002477908,0.005782978,6.84E-05,0.015651101,6.950853536,0.496999497,0.237346736,0.130348826,0.115151608
secretlove,jazz,0.689878027,0.060122097,0.115965687,0.003187494,0.094982296,-26.98277919,2.282886265,-0.894406377,0.164983424,-0.498188208,0.000210006,0.000661953,3.08E-05,0.000653502,4.561134904,0.526529454,0.246166092,0.162452012,0.15363776
Senor2,jazz,0.561312608,0.118434882,0.217896762,0.002618371,0.193370744,-22.97672948,1.901369369,-0.418856906,-0.074039484,-0.14868119,0.007827139,0.007495704,0.000506026,0.025817258,21.79398211,0.623175671,0.197874983,0.089358697,0.135156061
sentmood,jazz,0.653278333,0.043337357,0.09646028,0.00492088,0.062468166,-26.81151267,3.333303507,-0.081751603,0.16768811,-0.187783977,0.000412732,0.000873467,9.19E-05,0.001055162,7.979563664,0.726708195,0.356943682,0.305262819,0.200433822
serialnumber,jazz,0.651523999,0.085259724,0.1848907,0.00333356,0.120809934,-27.35100549,2.159827393,-0.099817531,0.118805949,-0.104725999,0.003941284,0.007492266,1.04E-05,0.017795672,50.19253331,1.167889911,0.295443017,0.172049783,0.154291758
sinceIfell,jazz,0.608347211,0.066803719,0.146284016,0.002677317,0.096890484,-24.81104932,2.519778108,-0.198998432,0.01532173,-0.380095264,0.000840881,0.00317595,0.000103058,0.004058977,13.5842072,0.447686204,0.160989936,0.097536247,0.100997421
Sodanco,jazz,0.625726238,0.051891853,0.139960448,0.003410192,0.066145976,-24.00188133,3.210173082,0.100740077,0.199870922,-0.257241745,0.00037536,0.00196502,4.95E-06,0.001273103,1.071902981,0.279698722,0.216046944,0.100438182,0.142340206
someband,jazz,0.523707817,0.109947813,0.215352999,0.002358453,0.181005604,-23.78220883,1.790215155,-0.109059473,0.337522153,0.044683289,0.001965567,0.00367522,5.83E-05,0.010743999,9.120711619,0.316574046,0.254585465,0.184798626,0.123219447
someday,jazz,0.601746859,0.077156058,0.175638137,0.003408478,0.1026543,-25.77558793,2.430957979,-0.373486941,0.469237953,-0.119249,0.001185189,0.004297752,5.92E-05,0.005367454,7.329281575,0.451431339,0.253297993,0.169496959,0.174969768
sowhat1,jazz,0.59729064,0.103073281,0.256769626,0.003875966,0.149448383,-25.71412521,2.398621429,0.477707236,0.482875796,-0.038348835,0.0044469,0.007917637,0.000306909,0.040227849,17.93485178,0.323324134,0.301061999,0.157129155,0.160952782
00art,folk,0.574733919,0.078108707,0.139194742,0.003138145,0.122840891,-24.39412068,1.707177413,-0.872966169,-0.153553967,-0.500389399,0.001017418,0.001517681,0.000311035,0.003399951,16.81661509,0.571540898,0.213098473,0.292429675,0.218068145
00cj,folk,0.604692212,0.122945056,0.239194356,0.00249029,0.210147909,-25.14227668,2.112559374,-0.17553563,0.065795858,-0.063848754,0.009519773,0.012226175,1.54E-05,0.043376805,12.56638237,0.625925512,0.222644672,0.170024126,0.119551493
