,knn_22_16,knn_22_32,knn_44_16,knn_44_32,ldc_22_16,ldc_22_32,ldc_44_16,ldc_44_32,vote_const,vote_accuracy,,,
210,0.633757962,0.633757962,0.633757962,0.605095541,0.802547771,0.802547771,0.796178344,0.815286624,0.805732484,0.805732484,,,
211,0.636942675,0.636942675,0.636942675,0.624203822,0.789808917,0.789808917,0.792993631,0.792993631,0.799363057,0.789808917,,,
212,0.656050955,0.656050955,0.659235669,0.659235669,0.815286624,0.815286624,0.815286624,0.815286624,0.824840764,0.821656051,,,
213,0.668789809,0.668789809,0.678343949,0.649681529,0.815286624,0.815286624,0.802547771,0.812101911,0.818471338,0.812101911,,,
214,0.643312102,0.643312102,0.636942675,0.605095541,0.815286624,0.815286624,0.802547771,0.799363057,0.815286624,0.812101911,,,
215,0.621019108,0.621019108,0.614649682,0.624203822,0.786624204,0.786624204,0.78343949,0.808917197,0.792993631,0.796178344,,,
216,0.589171975,0.589171975,0.579617834,0.601910828,0.777070064,0.777070064,0.761146497,0.78343949,0.777070064,0.770700637,,,
217,0.585987261,0.585987261,0.582802548,0.582802548,0.757961783,0.757961783,0.76433121,0.770700637,0.76433121,0.761146497,,,
218,0.640127389,0.640127389,0.633757962,0.656050955,0.824840764,0.824840764,0.828025478,0.850318471,0.834394904,0.837579618,,,
219,0.621019108,0.621019108,0.624203822,0.630573248,0.792993631,0.792993631,0.792993631,0.789808917,0.802547771,0.786624204,,,
220,0.640127389,0.640127389,0.640127389,0.643312102,0.777070064,0.777070064,0.77388535,0.796178344,0.777070064,0.770700637,,,
221,0.611464968,0.611464968,0.611464968,0.582802548,0.789808917,0.789808917,0.789808917,0.796178344,0.796178344,0.792993631,,,
222,0.687898089,0.687898089,0.691082803,0.668789809,0.812101911,0.812101911,0.805732484,0.818471338,0.808917197,0.818471338,,,
223,0.659235669,0.659235669,0.662420382,0.668789809,0.821656051,0.821656051,0.815286624,0.808917197,0.821656051,0.834394904,,,
224,0.621019108,0.621019108,0.621019108,0.652866242,0.75477707,0.75477707,0.76433121,0.780254777,0.77388535,0.767515924,,,
225,0.614649682,0.614649682,0.614649682,0.652866242,0.802547771,0.802547771,0.812101911,0.808917197,0.808917197,0.802547771,,,
226,0.636942675,0.636942675,0.646496815,0.646496815,0.818471338,0.818471338,0.812101911,0.821656051,0.821656051,0.812101911,,,
227,0.608280255,0.608280255,0.601910828,0.598726115,0.792993631,0.792993631,0.786624204,0.792993631,0.789808917,0.789808917,,,
228,0.614649682,0.614649682,0.608280255,0.605095541,0.799363057,0.799363057,0.789808917,0.789808917,0.796178344,0.786624204,,,
229,0.636942675,0.636942675,0.633757962,0.621019108,0.808917197,0.808917197,0.815286624,0.808917197,0.812101911,0.824840764,,,
230,0.636942675,0.636942675,0.636942675,0.636942675,0.792993631,0.792993631,0.799363057,0.796178344,0.792993631,0.802547771,,,
231,0.627388535,0.627388535,0.630573248,0.621019108,0.77388535,0.77388535,0.767515924,0.77388535,0.78343949,0.78343949,,,
232,0.614649682,0.614649682,0.617834395,0.640127389,0.821656051,0.821656051,0.821656051,0.824840764,0.828025478,0.821656051,,,
233,0.630573248,0.630573248,0.617834395,0.643312102,0.78343949,0.78343949,0.78343949,0.808917197,0.802547771,0.805732484,,,
234,0.624203822,0.624203822,0.611464968,0.627388535,0.792993631,0.792993631,0.792993631,0.799363057,0.796178344,0.799363057,,,
235,0.630573248,0.630573248,0.630573248,0.630573248,0.796178344,0.796178344,0.789808917,0.796178344,0.796178344,0.792993631,,,
236,0.576433121,0.576433121,0.573248408,0.573248408,0.796178344,0.796178344,0.786624204,0.780254777,0.792993631,0.786624204,,,
237,0.611464968,0.611464968,0.611464968,0.608280255,0.767515924,0.767515924,0.777070064,0.789808917,0.780254777,0.786624204,,,
238,0.554140127,0.554140127,0.566878981,0.595541401,0.796178344,0.796178344,0.792993631,0.812101911,0.799363057,0.802547771,,,
239,0.601910828,0.601910828,0.601910828,0.649681529,0.789808917,0.789808917,0.786624204,0.818471338,0.786624204,0.786624204,,,
240,0.656050955,0.656050955,0.649681529,0.636942675,0.818471338,0.818471338,0.812101911,0.834394904,0.815286624,0.821656051,,,
241,0.595541401,0.595541401,0.595541401,0.614649682,0.796178344,0.796178344,0.786624204,0.812101911,0.789808917,0.796178344,,,
242,0.656050955,0.656050955,0.659235669,0.652866242,0.834394904,0.834394904,0.840764331,0.824840764,0.837579618,0.843949045,,,
243,0.605095541,0.605095541,0.608280255,0.617834395,0.805732484,0.805732484,0.812101911,0.812101911,0.815286624,0.821656051,,,
244,0.665605096,0.665605096,0.665605096,0.659235669,0.777070064,0.777070064,0.780254777,0.780254777,0.780254777,0.777070064,,,
245,0.601910828,0.601910828,0.592356688,0.601910828,0.792993631,0.792993631,0.796178344,0.799363057,0.799363057,0.796178344,,,
246,0.617834395,0.617834395,0.621019108,0.617834395,0.796178344,0.796178344,0.805732484,0.815286624,0.815286624,0.815286624,,,
247,0.617834395,0.617834395,0.614649682,0.627388535,0.796178344,0.796178344,0.799363057,0.799363057,0.792993631,0.789808917,,,
248,0.592356688,0.592356688,0.592356688,0.608280255,0.777070064,0.777070064,0.78343949,0.786624204,0.78343949,0.78343949,,,
249,0.595541401,0.595541401,0.595541401,0.614649682,0.751592357,0.751592357,0.748407643,0.767515924,0.76433121,0.748407643,,,
250,0.617834395,0.617834395,0.614649682,0.614649682,0.824840764,0.824840764,0.821656051,0.802547771,0.831210191,0.828025478,,,
251,0.649681529,0.649681529,0.646496815,0.640127389,0.757961783,0.757961783,0.761146497,0.761146497,0.767515924,0.780254777,,,
252,0.617834395,0.617834395,0.614649682,0.636942675,0.777070064,0.777070064,0.777070064,0.799363057,0.789808917,0.792993631,,,
253,0.582802548,0.582802548,0.592356688,0.598726115,0.799363057,0.799363057,0.815286624,0.799363057,0.812101911,0.818471338,,,
254,0.640127389,0.640127389,0.636942675,0.630573248,0.802547771,0.802547771,0.786624204,0.789808917,0.805732484,0.808917197,,,
255,0.614649682,0.614649682,0.611464968,0.611464968,0.789808917,0.789808917,0.78343949,0.805732484,0.786624204,0.789808917,,,
256,0.649681529,0.649681529,0.643312102,0.636942675,0.799363057,0.799363057,0.818471338,0.802547771,0.818471338,0.824840764,,,
257,0.633757962,0.633757962,0.630573248,0.640127389,0.789808917,0.789808917,0.78343949,0.805732484,0.792993631,0.792993631,,,
258,0.624203822,0.624203822,0.621019108,0.608280255,0.792993631,0.792993631,0.789808917,0.76433121,0.78343949,0.777070064,,,
259,0.640127389,0.640127389,0.633757962,0.617834395,0.828025478,0.828025478,0.815286624,0.796178344,0.815286624,0.805732484,,,
260,0.656050955,0.656050955,0.652866242,0.621019108,0.808917197,0.808917197,0.805732484,0.824840764,0.812101911,0.818471338,,,
261,0.691082803,0.691082803,0.700636943,0.649681529,0.824840764,0.824840764,0.815286624,0.786624204,0.828025478,0.831210191,,,
262,0.592356688,0.592356688,0.592356688,0.621019108,0.796178344,0.796178344,0.805732484,0.792993631,0.792993631,0.799363057,,,
263,0.595541401,0.595541401,0.598726115,0.630573248,0.777070064,0.777070064,0.77388535,0.789808917,0.777070064,0.78343949,,,
264,0.687898089,0.687898089,0.687898089,0.678343949,0.856687898,0.856687898,0.853503185,0.840764331,0.866242038,0.875796178,,,
265,0.652866242,0.652866242,0.646496815,0.671974522,0.805732484,0.805732484,0.777070064,0.796178344,0.799363057,0.792993631,,,
266,0.636942675,0.636942675,0.640127389,0.605095541,0.799363057,0.799363057,0.805732484,0.805732484,0.802547771,0.799363057,,,
267,0.601910828,0.601910828,0.608280255,0.646496815,0.786624204,0.786624204,0.786624204,0.78343949,0.78343949,0.792993631,,,
268,0.624203822,0.624203822,0.621019108,0.633757962,0.808917197,0.808917197,0.824840764,0.824840764,0.831210191,0.831210191,,,
269,0.630573248,0.630573248,0.630573248,0.611464968,0.831210191,0.831210191,0.831210191,0.824840764,0.834394904,0.837579618,,,
270,0.592356688,0.592356688,0.605095541,0.605095541,0.777070064,0.777070064,0.77388535,0.786624204,0.77388535,0.76433121,,,
271,0.608280255,0.608280255,0.617834395,0.617834395,0.786624204,0.786624204,0.780254777,0.777070064,0.796178344,0.767515924,,,
272,0.566878981,0.566878981,0.570063694,0.592356688,0.824840764,0.824840764,0.812101911,0.818471338,0.834394904,0.818471338,,,
273,0.652866242,0.652866242,0.640127389,0.617834395,0.780254777,0.780254777,0.77388535,0.777070064,0.780254777,0.789808917,,,
274,0.582802548,0.582802548,0.585987261,0.589171975,0.767515924,0.767515924,0.757961783,0.796178344,0.770700637,0.770700637,,,
275,0.633757962,0.633757962,0.630573248,0.630573248,0.786624204,0.786624204,0.786624204,0.808917197,0.799363057,0.796178344,,,
276,0.611464968,0.611464968,0.611464968,0.633757962,0.78343949,0.78343949,0.777070064,0.78343949,0.786624204,0.780254777,,,
277,0.627388535,0.627388535,0.627388535,0.652866242,0.802547771,0.802547771,0.799363057,0.799363057,0.805732484,0.805732484,,,
278,0.592356688,0.592356688,0.595541401,0.576433121,0.828025478,0.828025478,0.834394904,0.812101911,0.834394904,0.834394904,,,
279,0.656050955,0.656050955,0.659235669,0.630573248,0.799363057,0.799363057,0.792993631,0.792993631,0.805732484,0.815286624,,,
280,0.598726115,0.598726115,0.595541401,0.598726115,0.786624204,0.786624204,0.78343949,0.812101911,0.786624204,0.799363057,,,
281,0.643312102,0.643312102,0.643312102,0.643312102,0.78343949,0.78343949,0.77388535,0.777070064,0.789808917,0.786624204,,,
282,0.617834395,0.617834395,0.611464968,0.621019108,0.792993631,0.792993631,0.792993631,0.802547771,0.796178344,0.792993631,,,
283,0.598726115,0.598726115,0.598726115,0.589171975,0.75477707,0.75477707,0.751592357,0.75477707,0.751592357,0.74522293,,,
284,0.640127389,0.640127389,0.643312102,0.665605096,0.815286624,0.815286624,0.831210191,0.815286624,0.828025478,0.824840764,,,
285,0.630573248,0.630573248,0.630573248,0.633757962,0.808917197,0.808917197,0.805732484,0.808917197,0.812101911,0.808917197,,,
286,0.608280255,0.608280255,0.605095541,0.611464968,0.812101911,0.812101911,0.812101911,0.805732484,0.812101911,0.805732484,,,
287,0.675159236,0.675159236,0.668789809,0.649681529,0.796178344,0.796178344,0.789808917,0.802547771,0.789808917,0.799363057,,,
288,0.633757962,0.633757962,0.630573248,0.611464968,0.828025478,0.828025478,0.818471338,0.808917197,0.824840764,0.821656051,,,
289,0.608280255,0.608280255,0.608280255,0.605095541,0.821656051,0.821656051,0.824840764,0.831210191,0.828025478,0.824840764,,,
290,0.611464968,0.611464968,0.624203822,0.614649682,0.821656051,0.821656051,0.821656051,0.824840764,0.828025478,0.828025478,,,
291,0.627388535,0.627388535,0.627388535,0.656050955,0.802547771,0.802547771,0.805732484,0.821656051,0.815286624,0.831210191,,,
292,0.605095541,0.605095541,0.608280255,0.589171975,0.789808917,0.789808917,0.792993631,0.786624204,0.792993631,0.792993631,,,
293,0.617834395,0.617834395,0.627388535,0.627388535,0.777070064,0.777070064,0.777070064,0.780254777,0.777070064,0.78343949,,,
294,0.633757962,0.633757962,0.630573248,0.659235669,0.812101911,0.812101911,0.815286624,0.805732484,0.821656051,0.824840764,,,
295,0.585987261,0.585987261,0.592356688,0.589171975,0.824840764,0.824840764,0.818471338,0.831210191,0.834394904,0.828025478,,,
296,0.579617834,0.579617834,0.570063694,0.592356688,0.786624204,0.786624204,0.789808917,0.792993631,0.792993631,0.792993631,,,
297,0.563694268,0.563694268,0.560509554,0.601910828,0.821656051,0.821656051,0.818471338,0.815286624,0.815286624,0.818471338,,,
298,0.608280255,0.608280255,0.617834395,0.601910828,0.780254777,0.780254777,0.777070064,0.799363057,0.78343949,0.780254777,,,
299,0.614649682,0.614649682,0.614649682,0.617834395,0.818471338,0.818471338,0.812101911,0.815286624,0.824840764,0.821656051,,,
300,0.656050955,0.656050955,0.652866242,0.624203822,0.786624204,0.786624204,0.78343949,0.789808917,0.799363057,0.789808917,,,
301,0.630573248,0.630573248,0.633757962,0.614649682,0.802547771,0.802547771,0.792993631,0.808917197,0.808917197,0.805732484,,,
302,0.614649682,0.614649682,0.617834395,0.646496815,0.770700637,0.770700637,0.777070064,0.767515924,0.777070064,0.767515924,,,
303,0.636942675,0.636942675,0.627388535,0.640127389,0.802547771,0.802547771,0.789808917,0.802547771,0.802547771,0.815286624,,,
304,0.646496815,0.646496815,0.649681529,0.636942675,0.831210191,0.831210191,0.828025478,0.831210191,0.843949045,0.837579618,,,
305,0.598726115,0.598726115,0.592356688,0.621019108,0.780254777,0.780254777,0.78343949,0.780254777,0.786624204,0.777070064,,,
306,0.656050955,0.656050955,0.646496815,0.649681529,0.780254777,0.780254777,0.789808917,0.799363057,0.796178344,0.805732484,,,
307,0.640127389,0.640127389,0.633757962,0.614649682,0.815286624,0.815286624,0.818471338,0.821656051,0.824840764,0.828025478,,,
308,0.621019108,0.621019108,0.617834395,0.617834395,0.77388535,0.77388535,0.770700637,0.757961783,0.767515924,0.761146497,,,
309,0.671974522,0.671974522,0.659235669,0.621019108,0.812101911,0.812101911,0.802547771,0.824840764,0.815286624,0.824840764,,,
310,0.665605096,0.665605096,0.665605096,0.662420382,0.802547771,0.802547771,0.799363057,0.824840764,0.805732484,0.808917197,,,
311,0.649681529,0.649681529,0.640127389,0.624203822,0.76433121,0.76433121,0.757961783,0.792993631,0.77388535,0.77388535,,,
312,0.595541401,0.595541401,0.592356688,0.601910828,0.815286624,0.815286624,0.815286624,0.828025478,0.824840764,0.821656051,,,
313,0.598726115,0.598726115,0.601910828,0.598726115,0.786624204,0.786624204,0.78343949,0.802547771,0.786624204,0.780254777,,,
314,0.640127389,0.640127389,0.643312102,0.656050955,0.78343949,0.78343949,0.789808917,0.828025478,0.786624204,0.796178344,,,
315,0.598726115,0.598726115,0.611464968,0.643312102,0.805732484,0.805732484,0.805732484,0.821656051,0.815286624,0.802547771,,,
316,0.589171975,0.589171975,0.592356688,0.636942675,0.751592357,0.751592357,0.767515924,0.78343949,0.757961783,0.761146497,,,
317,0.646496815,0.646496815,0.640127389,0.630573248,0.805732484,0.805732484,0.796178344,0.777070064,0.808917197,0.808917197,,,
318,0.627388535,0.627388535,0.621019108,0.617834395,0.792993631,0.792993631,0.786624204,0.789808917,0.796178344,0.796178344,,,
319,0.649681529,0.649681529,0.646496815,0.668789809,0.777070064,0.777070064,0.780254777,0.780254777,0.789808917,0.796178344,,,
320,0.630573248,0.630573248,0.621019108,0.630573248,0.805732484,0.805732484,0.805732484,0.792993631,0.799363057,0.796178344,,,
321,0.640127389,0.640127389,0.633757962,0.630573248,0.77388535,0.77388535,0.76433121,0.796178344,0.777070064,0.789808917,,,
322,0.659235669,0.659235669,0.652866242,0.646496815,0.824840764,0.824840764,0.821656051,0.824840764,0.837579618,0.828025478,,,
323,0.598726115,0.598726115,0.592356688,0.627388535,0.799363057,0.799363057,0.799363057,0.815286624,0.802547771,0.805732484,,,
324,0.636942675,0.636942675,0.640127389,0.633757962,0.789808917,0.789808917,0.792993631,0.818471338,0.799363057,0.792993631,,,
325,0.640127389,0.640127389,0.640127389,0.617834395,0.812101911,0.812101911,0.821656051,0.831210191,0.815286624,0.812101911,,,
326,0.579617834,0.579617834,0.579617834,0.611464968,0.777070064,0.777070064,0.76433121,0.76433121,0.77388535,0.761146497,,,
327,0.614649682,0.614649682,0.621019108,0.633757962,0.786624204,0.786624204,0.786624204,0.799363057,0.78343949,0.789808917,,,
328,0.605095541,0.605095541,0.608280255,0.643312102,0.812101911,0.812101911,0.808917197,0.808917197,0.818471338,0.808917197,,,
329,0.605095541,0.605095541,0.614649682,0.579617834,0.831210191,0.831210191,0.818471338,0.818471338,0.828025478,0.824840764,,,
330,0.614649682,0.614649682,0.608280255,0.617834395,0.821656051,0.821656051,0.815286624,0.834394904,0.831210191,0.834394904,,,
331,0.582802548,0.582802548,0.585987261,0.621019108,0.805732484,0.805732484,0.796178344,0.799363057,0.805732484,0.802547771,,,
332,0.605095541,0.605095541,0.605095541,0.624203822,0.818471338,0.818471338,0.815286624,0.799363057,0.815286624,0.815286624,,,
333,0.621019108,0.621019108,0.617834395,0.617834395,0.802547771,0.802547771,0.802547771,0.799363057,0.808917197,0.808917197,,,
334,0.617834395,0.617834395,0.621019108,0.630573248,0.821656051,0.821656051,0.812101911,0.818471338,0.821656051,0.818471338,,,
335,0.598726115,0.598726115,0.598726115,0.598726115,0.831210191,0.831210191,0.837579618,0.831210191,0.840764331,0.837579618,,,
336,0.627388535,0.627388535,0.621019108,0.659235669,0.808917197,0.808917197,0.799363057,0.805732484,0.812101911,0.815286624,,,
337,0.605095541,0.605095541,0.608280255,0.601910828,0.840764331,0.840764331,0.824840764,0.828025478,0.831210191,0.824840764,,,
338,0.627388535,0.627388535,0.621019108,0.611464968,0.792993631,0.792993631,0.786624204,0.792993631,0.786624204,0.789808917,,,
339,0.605095541,0.605095541,0.608280255,0.614649682,0.789808917,0.789808917,0.786624204,0.796178344,0.796178344,0.796178344,,,
340,0.617834395,0.617834395,0.617834395,0.633757962,0.821656051,0.821656051,0.812101911,0.834394904,0.821656051,0.818471338,,,
341,0.598726115,0.598726115,0.595541401,0.605095541,0.789808917,0.789808917,0.796178344,0.786624204,0.792993631,0.78343949,,,
342,0.662420382,0.662420382,0.665605096,0.678343949,0.799363057,0.799363057,0.802547771,0.792993631,0.796178344,0.789808917,,,
343,0.627388535,0.627388535,0.627388535,0.614649682,0.78343949,0.78343949,0.792993631,0.796178344,0.796178344,0.796178344,,,
344,0.633757962,0.633757962,0.633757962,0.636942675,0.77388535,0.77388535,0.777070064,0.796178344,0.780254777,0.78343949,,,
345,0.579617834,0.579617834,0.573248408,0.589171975,0.805732484,0.805732484,0.796178344,0.78343949,0.802547771,0.796178344,,,
346,0.585987261,0.585987261,0.579617834,0.582802548,0.767515924,0.767515924,0.76433121,0.777070064,0.76433121,0.770700637,,,
347,0.652866242,0.652866242,0.652866242,0.621019108,0.786624204,0.786624204,0.792993631,0.792993631,0.799363057,0.799363057,,,
348,0.614649682,0.614649682,0.605095541,0.621019108,0.78343949,0.78343949,0.78343949,0.789808917,0.786624204,0.77388535,,,
349,0.659235669,0.659235669,0.659235669,0.633757962,0.770700637,0.770700637,0.77388535,0.786624204,0.77388535,0.78343949,,,
350,0.636942675,0.636942675,0.636942675,0.605095541,0.786624204,0.786624204,0.789808917,0.802547771,0.786624204,0.786624204,,,
351,0.595541401,0.595541401,0.592356688,0.601910828,0.796178344,0.796178344,0.815286624,0.812101911,0.805732484,0.808917197,,,
352,0.592356688,0.592356688,0.589171975,0.595541401,0.789808917,0.789808917,0.792993631,0.777070064,0.789808917,0.792993631,,,
353,0.605095541,0.605095541,0.611464968,0.611464968,0.77388535,0.77388535,0.767515924,0.770700637,0.77388535,0.761146497,,,
354,0.611464968,0.611464968,0.608280255,0.595541401,0.777070064,0.777070064,0.780254777,0.767515924,0.780254777,0.770700637,,,
355,0.614649682,0.614649682,0.621019108,0.589171975,0.808917197,0.808917197,0.805732484,0.789808917,0.805732484,0.799363057,,,
356,0.617834395,0.617834395,0.617834395,0.611464968,0.757961783,0.757961783,0.751592357,0.757961783,0.757961783,0.757961783,,,
357,0.608280255,0.608280255,0.617834395,0.601910828,0.796178344,0.796178344,0.796178344,0.780254777,0.802547771,0.808917197,,,
358,0.579617834,0.579617834,0.582802548,0.617834395,0.777070064,0.777070064,0.76433121,0.796178344,0.789808917,0.780254777,,,
359,0.636942675,0.636942675,0.640127389,0.662420382,0.780254777,0.780254777,0.78343949,0.77388535,0.780254777,0.780254777,,,
360,0.627388535,0.627388535,0.630573248,0.643312102,0.831210191,0.831210191,0.812101911,0.812101911,0.824840764,0.834394904,,,
361,0.582802548,0.582802548,0.585987261,0.621019108,0.780254777,0.780254777,0.777070064,0.792993631,0.780254777,0.780254777,,,
362,0.621019108,0.621019108,0.621019108,0.598726115,0.799363057,0.799363057,0.805732484,0.796178344,0.805732484,0.815286624,,,
363,0.617834395,0.617834395,0.624203822,0.595541401,0.796178344,0.796178344,0.796178344,0.815286624,0.812101911,0.818471338,,,
364,0.640127389,0.640127389,0.643312102,0.636942675,0.843949045,0.843949045,0.840764331,0.828025478,0.840764331,0.834394904,,,
365,0.611464968,0.611464968,0.605095541,0.601910828,0.799363057,0.799363057,0.796178344,0.808917197,0.802547771,0.792993631,,,
366,0.627388535,0.627388535,0.624203822,0.595541401,0.805732484,0.805732484,0.799363057,0.808917197,0.812101911,0.802547771,,,
367,0.585987261,0.585987261,0.582802548,0.614649682,0.805732484,0.805732484,0.818471338,0.812101911,0.812101911,0.812101911,,,
368,0.687898089,0.687898089,0.678343949,0.691082803,0.796178344,0.796178344,0.805732484,0.799363057,0.799363057,0.805732484,,,
369,0.640127389,0.640127389,0.643312102,0.646496815,0.792993631,0.792993631,0.792993631,0.786624204,0.802547771,0.796178344,,,
370,0.576433121,0.576433121,0.573248408,0.611464968,0.812101911,0.812101911,0.815286624,0.821656051,0.828025478,0.831210191,,,
371,0.624203822,0.624203822,0.630573248,0.636942675,0.802547771,0.802547771,0.802547771,0.805732484,0.799363057,0.802547771,,,
372,0.617834395,0.617834395,0.617834395,0.617834395,0.818471338,0.818471338,0.818471338,0.789808917,0.828025478,0.824840764,,,
373,0.608280255,0.608280255,0.614649682,0.605095541,0.812101911,0.812101911,0.805732484,0.805732484,0.808917197,0.799363057,,,
374,0.614649682,0.614649682,0.614649682,0.621019108,0.792993631,0.792993631,0.802547771,0.786624204,0.808917197,0.802547771,,,
375,0.633757962,0.633757962,0.630573248,0.636942675,0.808917197,0.808917197,0.802547771,0.815286624,0.805732484,0.802547771,,,
376,0.614649682,0.614649682,0.624203822,0.614649682,0.770700637,0.770700637,0.78343949,0.789808917,0.789808917,0.789808917,,,
377,0.611464968,0.611464968,0.611464968,0.621019108,0.796178344,0.796178344,0.792993631,0.799363057,0.802547771,0.805732484,,,
378,0.627388535,0.627388535,0.627388535,0.636942675,0.796178344,0.796178344,0.792993631,0.805732484,0.796178344,0.802547771,,,
379,0.550955414,0.550955414,0.550955414,0.566878981,0.808917197,0.808917197,0.805732484,0.815286624,0.808917197,0.799363057,,,
380,0.649681529,0.649681529,0.630573248,0.656050955,0.808917197,0.808917197,0.812101911,0.805732484,0.815286624,0.812101911,,,
381,0.627388535,0.627388535,0.633757962,0.627388535,0.792993631,0.792993631,0.78343949,0.780254777,0.786624204,0.796178344,,,
382,0.624203822,0.624203822,0.627388535,0.624203822,0.799363057,0.799363057,0.799363057,0.799363057,0.802547771,0.812101911,,,
383,0.608280255,0.608280255,0.611464968,0.636942675,0.812101911,0.812101911,0.805732484,0.802547771,0.815286624,0.812101911,,,
384,0.617834395,0.617834395,0.611464968,0.617834395,0.799363057,0.799363057,0.805732484,0.808917197,0.808917197,0.799363057,,,
385,0.598726115,0.598726115,0.589171975,0.592356688,0.808917197,0.808917197,0.799363057,0.815286624,0.815286624,0.808917197,,,
386,0.617834395,0.617834395,0.621019108,0.656050955,0.828025478,0.828025478,0.808917197,0.821656051,0.818471338,0.802547771,,,
387,0.633757962,0.633757962,0.633757962,0.617834395,0.799363057,0.799363057,0.792993631,0.808917197,0.802547771,0.802547771,,,
388,0.624203822,0.624203822,0.614649682,0.627388535,0.767515924,0.767515924,0.777070064,0.777070064,0.767515924,0.767515924,,,
389,0.633757962,0.633757962,0.643312102,0.627388535,0.812101911,0.812101911,0.796178344,0.78343949,0.812101911,0.815286624,,,
390,0.621019108,0.621019108,0.614649682,0.598726115,0.789808917,0.789808917,0.802547771,0.789808917,0.796178344,0.792993631,,,
391,0.598726115,0.598726115,0.595541401,0.589171975,0.777070064,0.777070064,0.777070064,0.786624204,0.78343949,0.78343949,,,
392,0.633757962,0.633757962,0.630573248,0.633757962,0.757961783,0.757961783,0.76433121,0.78343949,0.77388535,0.761146497,,,
393,0.640127389,0.640127389,0.636942675,0.630573248,0.75477707,0.75477707,0.76433121,0.767515924,0.767515924,0.78343949,,,
394,0.621019108,0.621019108,0.617834395,0.608280255,0.837579618,0.837579618,0.843949045,0.843949045,0.837579618,0.834394904,,,
395,0.665605096,0.665605096,0.668789809,0.649681529,0.812101911,0.812101911,0.799363057,0.796178344,0.815286624,0.818471338,,,
396,0.608280255,0.608280255,0.611464968,0.621019108,0.792993631,0.792993631,0.799363057,0.818471338,0.808917197,0.812101911,,,
397,0.624203822,0.624203822,0.621019108,0.659235669,0.805732484,0.805732484,0.802547771,0.812101911,0.799363057,0.796178344,,,
398,0.621019108,0.621019108,0.627388535,0.656050955,0.780254777,0.780254777,0.78343949,0.770700637,0.780254777,0.780254777,,,
399,0.605095541,0.605095541,0.608280255,0.643312102,0.805732484,0.805732484,0.792993631,0.808917197,0.802547771,0.808917197,,,
400,0.614649682,0.614649682,0.608280255,0.598726115,0.792993631,0.792993631,0.786624204,0.792993631,0.796178344,0.786624204,,,
401,0.649681529,0.649681529,0.656050955,0.624203822,0.799363057,0.799363057,0.802547771,0.805732484,0.799363057,0.805732484,,,
402,0.621019108,0.621019108,0.621019108,0.608280255,0.802547771,0.802547771,0.799363057,0.808917197,0.815286624,0.821656051,,,
403,0.646496815,0.646496815,0.643312102,0.630573248,0.812101911,0.812101911,0.808917197,0.789808917,0.802547771,0.802547771,,,
404,0.624203822,0.624203822,0.624203822,0.640127389,0.799363057,0.799363057,0.789808917,0.78343949,0.799363057,0.792993631,,,
405,0.659235669,0.659235669,0.662420382,0.649681529,0.815286624,0.815286624,0.821656051,0.828025478,0.821656051,0.815286624,,,
406,0.646496815,0.646496815,0.636942675,0.636942675,0.815286624,0.815286624,0.812101911,0.815286624,0.815286624,0.815286624,,,
407,0.630573248,0.630573248,0.627388535,0.627388535,0.799363057,0.799363057,0.789808917,0.77388535,0.799363057,0.78343949,,,
408,0.646496815,0.646496815,0.649681529,0.630573248,0.76433121,0.76433121,0.76433121,0.789808917,0.77388535,0.770700637,,,
409,0.621019108,0.621019108,0.621019108,0.643312102,0.824840764,0.824840764,0.834394904,0.828025478,0.834394904,0.834394904,,,
410,0.608280255,0.608280255,0.611464968,0.595541401,0.821656051,0.821656051,0.808917197,0.812101911,0.818471338,0.824840764,,,
411,0.624203822,0.624203822,0.621019108,0.630573248,0.786624204,0.786624204,0.796178344,0.802547771,0.792993631,0.802547771,,,
412,0.665605096,0.665605096,0.668789809,0.678343949,0.77388535,0.77388535,0.77388535,0.789808917,0.799363057,0.802547771,,,
413,0.633757962,0.633757962,0.630573248,0.633757962,0.821656051,0.821656051,0.815286624,0.837579618,0.824840764,0.821656051,,,
414,0.659235669,0.659235669,0.656050955,0.668789809,0.847133758,0.847133758,0.834394904,0.859872611,0.850318471,0.853503185,,,
415,0.611464968,0.611464968,0.617834395,0.585987261,0.742038217,0.742038217,0.748407643,0.767515924,0.738853503,0.75477707,,,
416,0.617834395,0.617834395,0.617834395,0.633757962,0.850318471,0.850318471,0.840764331,0.834394904,0.847133758,0.853503185,,,
417,0.608280255,0.608280255,0.608280255,0.608280255,0.824840764,0.824840764,0.818471338,0.834394904,0.834394904,0.831210191,,,
418,0.636942675,0.636942675,0.627388535,0.617834395,0.792993631,0.792993631,0.789808917,0.789808917,0.789808917,0.792993631,,,
419,0.617834395,0.617834395,0.624203822,0.649681529,0.77388535,0.77388535,0.789808917,0.808917197,0.799363057,0.792993631,,,
420,0.646496815,0.646496815,0.652866242,0.646496815,0.792993631,0.792993631,0.780254777,0.777070064,0.802547771,0.808917197,,,
421,0.614649682,0.614649682,0.624203822,0.579617834,0.805732484,0.805732484,0.802547771,0.805732484,0.812101911,0.799363057,,,
422,0.643312102,0.643312102,0.640127389,0.611464968,0.757961783,0.757961783,0.751592357,0.796178344,0.757961783,0.77388535,,,
423,0.598726115,0.598726115,0.592356688,0.595541401,0.824840764,0.824840764,0.818471338,0.821656051,0.824840764,0.828025478,,,
