,knn_22_16,knn_22_32,knn_44_16,knn_44_32,ldc_22_16,ldc_22_32,ldc_44_16,ldc_44_32,vote_const,vote_accuracy,,,
48,0.605095541,0.605095541,0.598726115,0.621019108,0.786624204,0.786624204,0.78343949,0.792993631,0.792993631,0.799363057,,,
49,0.636942675,0.636942675,0.643312102,0.643312102,0.796178344,0.796178344,0.786624204,0.777070064,0.786624204,0.799363057,,,
50,0.636942675,0.636942675,0.640127389,0.614649682,0.805732484,0.805732484,0.805732484,0.815286624,0.802547771,0.815286624,,,
51,0.636942675,0.636942675,0.636942675,0.633757962,0.799363057,0.799363057,0.789808917,0.796178344,0.805732484,0.799363057,,,
52,0.617834395,0.617834395,0.617834395,0.630573248,0.789808917,0.789808917,0.78343949,0.796178344,0.796178344,0.796178344,,,
53,0.605095541,0.605095541,0.608280255,0.605095541,0.76433121,0.76433121,0.75477707,0.777070064,0.767515924,0.76433121,,,
54,0.633757962,0.633757962,0.636942675,0.643312102,0.796178344,0.796178344,0.792993631,0.815286624,0.802547771,0.805732484,,,
55,0.636942675,0.636942675,0.630573248,0.601910828,0.821656051,0.821656051,0.815286624,0.802547771,0.818471338,0.818471338,,,
56,0.646496815,0.646496815,0.636942675,0.630573248,0.789808917,0.789808917,0.78343949,0.796178344,0.789808917,0.796178344,,,
57,0.636942675,0.636942675,0.630573248,0.621019108,0.792993631,0.792993631,0.805732484,0.802547771,0.802547771,0.805732484,,,
58,0.601910828,0.601910828,0.605095541,0.624203822,0.808917197,0.808917197,0.812101911,0.808917197,0.815286624,0.824840764,,,
59,0.633757962,0.633757962,0.636942675,0.621019108,0.805732484,0.805732484,0.802547771,0.796178344,0.812101911,0.802547771,,,
60,0.614649682,0.614649682,0.608280255,0.605095541,0.799363057,0.799363057,0.78343949,0.777070064,0.792993631,0.799363057,,,
61,0.646496815,0.646496815,0.649681529,0.621019108,0.789808917,0.789808917,0.78343949,0.786624204,0.796178344,0.796178344,,,
62,0.592356688,0.592356688,0.595541401,0.601910828,0.770700637,0.770700637,0.76433121,0.792993631,0.77388535,0.76433121,,,
63,0.643312102,0.643312102,0.640127389,0.643312102,0.796178344,0.796178344,0.796178344,0.786624204,0.802547771,0.796178344,,,
64,0.643312102,0.643312102,0.636942675,0.627388535,0.799363057,0.799363057,0.802547771,0.786624204,0.799363057,0.802547771,,,
65,0.640127389,0.640127389,0.646496815,0.671974522,0.75477707,0.75477707,0.76433121,0.75477707,0.76433121,0.76433121,,,
66,0.608280255,0.608280255,0.608280255,0.595541401,0.78343949,0.78343949,0.78343949,0.770700637,0.789808917,0.78343949,,,
67,0.636942675,0.636942675,0.633757962,0.640127389,0.818471338,0.818471338,0.815286624,0.805732484,0.815286624,0.818471338,,,
68,0.633757962,0.633757962,0.633757962,0.614649682,0.818471338,0.818471338,0.815286624,0.812101911,0.808917197,0.821656051,,,
69,0.585987261,0.585987261,0.592356688,0.598726115,0.751592357,0.751592357,0.75477707,0.76433121,0.751592357,0.748407643,,,
70,0.643312102,0.643312102,0.640127389,0.649681529,0.789808917,0.789808917,0.802547771,0.831210191,0.802547771,0.799363057,,,
71,0.611464968,0.611464968,0.605095541,0.627388535,0.796178344,0.796178344,0.799363057,0.796178344,0.802547771,0.799363057,,,
72,0.640127389,0.640127389,0.633757962,0.611464968,0.789808917,0.789808917,0.777070064,0.802547771,0.780254777,0.78343949,,,
73,0.589171975,0.589171975,0.589171975,0.624203822,0.78343949,0.78343949,0.780254777,0.796178344,0.78343949,0.77388535,,,
74,0.646496815,0.646496815,0.636942675,0.608280255,0.770700637,0.770700637,0.770700637,0.767515924,0.767515924,0.777070064,,,
75,0.656050955,0.656050955,0.665605096,0.652866242,0.792993631,0.792993631,0.78343949,0.805732484,0.796178344,0.799363057,,,
76,0.652866242,0.652866242,0.649681529,0.652866242,0.818471338,0.818471338,0.821656051,0.818471338,0.828025478,0.828025478,,,
77,0.636942675,0.636942675,0.624203822,0.636942675,0.802547771,0.802547771,0.792993631,0.786624204,0.812101911,0.812101911,,,
78,0.605095541,0.605095541,0.601910828,0.627388535,0.802547771,0.802547771,0.78343949,0.808917197,0.805732484,0.799363057,,,
79,0.636942675,0.636942675,0.636942675,0.608280255,0.828025478,0.828025478,0.812101911,0.840764331,0.828025478,0.828025478,,,
80,0.592356688,0.592356688,0.592356688,0.589171975,0.777070064,0.777070064,0.78343949,0.792993631,0.796178344,0.802547771,,,
81,0.589171975,0.589171975,0.592356688,0.646496815,0.796178344,0.796178344,0.796178344,0.812101911,0.796178344,0.812101911,,,
82,0.659235669,0.659235669,0.652866242,0.627388535,0.805732484,0.805732484,0.802547771,0.818471338,0.802547771,0.805732484,,,
83,0.668789809,0.668789809,0.668789809,0.656050955,0.805732484,0.805732484,0.805732484,0.812101911,0.808917197,0.812101911,,,
84,0.633757962,0.633757962,0.636942675,0.608280255,0.789808917,0.789808917,0.78343949,0.789808917,0.786624204,0.789808917,,,
85,0.605095541,0.605095541,0.614649682,0.621019108,0.786624204,0.786624204,0.789808917,0.799363057,0.786624204,0.777070064,,,
86,0.633757962,0.633757962,0.617834395,0.630573248,0.786624204,0.786624204,0.78343949,0.789808917,0.786624204,0.792993631,,,
87,0.585987261,0.585987261,0.592356688,0.617834395,0.796178344,0.796178344,0.799363057,0.802547771,0.796178344,0.796178344,,,
88,0.630573248,0.630573248,0.633757962,0.624203822,0.792993631,0.792993631,0.799363057,0.792993631,0.802547771,0.802547771,,,
89,0.592356688,0.592356688,0.589171975,0.598726115,0.815286624,0.815286624,0.815286624,0.808917197,0.821656051,0.818471338,,,
90,0.643312102,0.643312102,0.636942675,0.624203822,0.786624204,0.786624204,0.789808917,0.780254777,0.789808917,0.786624204,,,
91,0.598726115,0.598726115,0.595541401,0.554140127,0.799363057,0.799363057,0.792993631,0.789808917,0.805732484,0.805732484,,,
92,0.627388535,0.627388535,0.624203822,0.601910828,0.847133758,0.847133758,0.843949045,0.831210191,0.847133758,0.837579618,,,
93,0.598726115,0.598726115,0.605095541,0.601910828,0.770700637,0.770700637,0.777070064,0.789808917,0.77388535,0.770700637,,,
94,0.605095541,0.605095541,0.611464968,0.589171975,0.799363057,0.799363057,0.799363057,0.799363057,0.796178344,0.799363057,,,
95,0.636942675,0.636942675,0.633757962,0.624203822,0.853503185,0.853503185,0.840764331,0.840764331,0.850318471,0.856687898,,,
96,0.582802548,0.582802548,0.589171975,0.621019108,0.808917197,0.808917197,0.818471338,0.834394904,0.828025478,0.831210191,,,
97,0.601910828,0.601910828,0.598726115,0.595541401,0.805732484,0.805732484,0.802547771,0.812101911,0.815286624,0.812101911,,,
98,0.573248408,0.573248408,0.573248408,0.605095541,0.796178344,0.796178344,0.789808917,0.821656051,0.799363057,0.799363057,,,
99,0.624203822,0.624203822,0.624203822,0.605095541,0.777070064,0.777070064,0.77388535,0.767515924,0.780254777,0.786624204,,,
100,0.646496815,0.646496815,0.646496815,0.630573248,0.812101911,0.812101911,0.796178344,0.808917197,0.824840764,0.818471338,,,
101,0.649681529,0.649681529,0.643312102,0.649681529,0.802547771,0.802547771,0.802547771,0.802547771,0.805732484,0.799363057,,,
102,0.643312102,0.643312102,0.640127389,0.652866242,0.821656051,0.821656051,0.824840764,0.824840764,0.824840764,0.831210191,,,
103,0.633757962,0.633757962,0.630573248,0.614649682,0.805732484,0.805732484,0.789808917,0.805732484,0.808917197,0.799363057,,,
104,0.668789809,0.668789809,0.662420382,0.649681529,0.796178344,0.796178344,0.805732484,0.812101911,0.808917197,0.812101911,,,
105,0.611464968,0.611464968,0.605095541,0.630573248,0.770700637,0.770700637,0.777070064,0.789808917,0.777070064,0.780254777,,,
106,0.579617834,0.579617834,0.576433121,0.595541401,0.777070064,0.777070064,0.767515924,0.786624204,0.777070064,0.77388535,,,
107,0.566878981,0.566878981,0.563694268,0.579617834,0.805732484,0.805732484,0.799363057,0.815286624,0.802547771,0.799363057,,,
108,0.627388535,0.627388535,0.630573248,0.621019108,0.799363057,0.799363057,0.805732484,0.77388535,0.799363057,0.799363057,,,
109,0.592356688,0.592356688,0.585987261,0.608280255,0.792993631,0.792993631,0.799363057,0.812101911,0.799363057,0.799363057,,,
110,0.646496815,0.646496815,0.643312102,0.640127389,0.792993631,0.792993631,0.796178344,0.792993631,0.792993631,0.792993631,,,
111,0.630573248,0.630573248,0.614649682,0.630573248,0.770700637,0.770700637,0.780254777,0.770700637,0.761146497,0.767515924,,,
112,0.668789809,0.668789809,0.662420382,0.659235669,0.808917197,0.808917197,0.796178344,0.805732484,0.808917197,0.818471338,,,
113,0.605095541,0.605095541,0.605095541,0.624203822,0.808917197,0.808917197,0.805732484,0.805732484,0.812101911,0.808917197,,,
114,0.608280255,0.608280255,0.605095541,0.608280255,0.796178344,0.796178344,0.789808917,0.789808917,0.789808917,0.786624204,,,
115,0.598726115,0.598726115,0.595541401,0.605095541,0.777070064,0.777070064,0.77388535,0.76433121,0.78343949,0.777070064,,,
116,0.589171975,0.589171975,0.589171975,0.601910828,0.799363057,0.799363057,0.780254777,0.789808917,0.792993631,0.799363057,,,
117,0.627388535,0.627388535,0.621019108,0.646496815,0.792993631,0.792993631,0.786624204,0.802547771,0.792993631,0.789808917,,,
118,0.617834395,0.617834395,0.621019108,0.621019108,0.802547771,0.802547771,0.808917197,0.780254777,0.802547771,0.802547771,,,
119,0.636942675,0.636942675,0.636942675,0.627388535,0.815286624,0.815286624,0.808917197,0.808917197,0.821656051,0.818471338,,,
120,0.643312102,0.643312102,0.652866242,0.652866242,0.789808917,0.789808917,0.796178344,0.818471338,0.815286624,0.812101911,,,
121,0.656050955,0.656050955,0.665605096,0.624203822,0.821656051,0.821656051,0.828025478,0.859872611,0.831210191,0.837579618,,,
122,0.624203822,0.624203822,0.624203822,0.636942675,0.742038217,0.742038217,0.738853503,0.757961783,0.742038217,0.74522293,,,
123,0.621019108,0.621019108,0.617834395,0.649681529,0.815286624,0.815286624,0.821656051,0.821656051,0.824840764,0.828025478,,,
124,0.605095541,0.605095541,0.608280255,0.601910828,0.78343949,0.78343949,0.777070064,0.767515924,0.777070064,0.777070064,,,
125,0.624203822,0.624203822,0.630573248,0.630573248,0.75477707,0.75477707,0.761146497,0.78343949,0.77388535,0.761146497,,,
126,0.665605096,0.665605096,0.665605096,0.646496815,0.828025478,0.828025478,0.824840764,0.834394904,0.824840764,0.821656051,,,
127,0.621019108,0.621019108,0.624203822,0.621019108,0.78343949,0.78343949,0.78343949,0.796178344,0.78343949,0.789808917,,,
128,0.576433121,0.576433121,0.573248408,0.589171975,0.831210191,0.831210191,0.821656051,0.837579618,0.831210191,0.831210191,,,
129,0.627388535,0.627388535,0.633757962,0.636942675,0.815286624,0.815286624,0.821656051,0.815286624,0.815286624,0.805732484,,,
130,0.659235669,0.659235669,0.665605096,0.659235669,0.808917197,0.808917197,0.821656051,0.831210191,0.824840764,0.831210191,,,
131,0.652866242,0.652866242,0.646496815,0.636942675,0.821656051,0.821656051,0.818471338,0.802547771,0.824840764,0.818471338,,,
132,0.624203822,0.624203822,0.617834395,0.617834395,0.802547771,0.802547771,0.802547771,0.808917197,0.815286624,0.818471338,,,
133,0.624203822,0.624203822,0.617834395,0.614649682,0.828025478,0.828025478,0.828025478,0.828025478,0.831210191,0.834394904,,,
134,0.621019108,0.621019108,0.624203822,0.589171975,0.78343949,0.78343949,0.780254777,0.770700637,0.786624204,0.780254777,,,
135,0.649681529,0.649681529,0.649681529,0.668789809,0.808917197,0.808917197,0.808917197,0.818471338,0.815286624,0.808917197,,,
136,0.643312102,0.643312102,0.643312102,0.640127389,0.786624204,0.786624204,0.786624204,0.77388535,0.792993631,0.792993631,,,
137,0.659235669,0.659235669,0.665605096,0.640127389,0.78343949,0.78343949,0.77388535,0.799363057,0.78343949,0.799363057,,,
138,0.576433121,0.576433121,0.570063694,0.576433121,0.805732484,0.805732484,0.808917197,0.799363057,0.802547771,0.792993631,,,
139,0.595541401,0.595541401,0.592356688,0.560509554,0.828025478,0.828025478,0.821656051,0.831210191,0.831210191,0.847133758,,,
140,0.592356688,0.592356688,0.595541401,0.589171975,0.789808917,0.789808917,0.78343949,0.796178344,0.799363057,0.792993631,,,
141,0.617834395,0.617834395,0.608280255,0.614649682,0.770700637,0.770700637,0.780254777,0.799363057,0.78343949,0.78343949,,,
142,0.605095541,0.605095541,0.605095541,0.624203822,0.821656051,0.821656051,0.812101911,0.796178344,0.824840764,0.821656051,,,
143,0.646496815,0.646496815,0.649681529,0.652866242,0.821656051,0.821656051,0.812101911,0.802547771,0.815286624,0.821656051,,,
144,0.614649682,0.614649682,0.611464968,0.585987261,0.780254777,0.780254777,0.767515924,0.78343949,0.770700637,0.780254777,,,
145,0.640127389,0.640127389,0.636942675,0.601910828,0.799363057,0.799363057,0.796178344,0.792993631,0.802547771,0.796178344,,,
146,0.611464968,0.611464968,0.608280255,0.611464968,0.77388535,0.77388535,0.78343949,0.77388535,0.786624204,0.789808917,,,
147,0.624203822,0.624203822,0.621019108,0.646496815,0.78343949,0.78343949,0.777070064,0.792993631,0.77388535,0.770700637,,,
148,0.579617834,0.579617834,0.576433121,0.601910828,0.796178344,0.796178344,0.789808917,0.802547771,0.802547771,0.808917197,,,
149,0.617834395,0.617834395,0.611464968,0.624203822,0.802547771,0.802547771,0.802547771,0.831210191,0.808917197,0.815286624,,,
150,0.595541401,0.595541401,0.595541401,0.579617834,0.792993631,0.792993631,0.796178344,0.792993631,0.786624204,0.786624204,,,
151,0.630573248,0.630573248,0.630573248,0.598726115,0.802547771,0.802547771,0.792993631,0.780254777,0.812101911,0.805732484,,,
152,0.601910828,0.601910828,0.608280255,0.601910828,0.796178344,0.796178344,0.796178344,0.812101911,0.802547771,0.799363057,,,
153,0.617834395,0.617834395,0.614649682,0.633757962,0.789808917,0.789808917,0.789808917,0.799363057,0.792993631,0.802547771,,,
154,0.624203822,0.624203822,0.617834395,0.608280255,0.78343949,0.78343949,0.78343949,0.796178344,0.78343949,0.796178344,,,
155,0.624203822,0.624203822,0.630573248,0.614649682,0.812101911,0.812101911,0.812101911,0.799363057,0.808917197,0.808917197,,,
156,0.570063694,0.570063694,0.579617834,0.617834395,0.767515924,0.767515924,0.777070064,0.78343949,0.770700637,0.777070064,,,
157,0.621019108,0.621019108,0.624203822,0.633757962,0.780254777,0.780254777,0.796178344,0.812101911,0.802547771,0.802547771,,,
158,0.614649682,0.614649682,0.617834395,0.652866242,0.77388535,0.77388535,0.77388535,0.799363057,0.777070064,0.780254777,,,
159,0.633757962,0.633757962,0.640127389,0.611464968,0.792993631,0.792993631,0.78343949,0.761146497,0.789808917,0.780254777,,,
160,0.601910828,0.601910828,0.611464968,0.614649682,0.77388535,0.77388535,0.757961783,0.770700637,0.767515924,0.757961783,,,
161,0.627388535,0.627388535,0.633757962,0.627388535,0.828025478,0.828025478,0.815286624,0.824840764,0.821656051,0.815286624,,,
162,0.595541401,0.595541401,0.592356688,0.614649682,0.76433121,0.76433121,0.757961783,0.76433121,0.76433121,0.76433121,,,
163,0.627388535,0.627388535,0.627388535,0.624203822,0.824840764,0.824840764,0.808917197,0.812101911,0.821656051,0.815286624,,,
164,0.630573248,0.630573248,0.633757962,0.640127389,0.802547771,0.802547771,0.796178344,0.815286624,0.812101911,0.808917197,,,
165,0.643312102,0.643312102,0.652866242,0.617834395,0.808917197,0.808917197,0.812101911,0.808917197,0.821656051,0.818471338,,,
166,0.621019108,0.621019108,0.614649682,0.621019108,0.796178344,0.796178344,0.796178344,0.792993631,0.799363057,0.802547771,,,
167,0.630573248,0.630573248,0.636942675,0.662420382,0.789808917,0.789808917,0.789808917,0.799363057,0.796178344,0.802547771,,,
168,0.611464968,0.611464968,0.608280255,0.656050955,0.796178344,0.796178344,0.789808917,0.815286624,0.796178344,0.796178344,,,
169,0.643312102,0.643312102,0.640127389,0.640127389,0.777070064,0.777070064,0.786624204,0.786624204,0.796178344,0.796178344,,,
170,0.614649682,0.614649682,0.614649682,0.624203822,0.780254777,0.780254777,0.78343949,0.818471338,0.786624204,0.802547771,,,
171,0.640127389,0.640127389,0.640127389,0.636942675,0.799363057,0.799363057,0.786624204,0.799363057,0.796178344,0.805732484,,,
172,0.608280255,0.608280255,0.605095541,0.598726115,0.780254777,0.780254777,0.77388535,0.78343949,0.786624204,0.786624204,,,
173,0.614649682,0.614649682,0.611464968,0.627388535,0.818471338,0.818471338,0.812101911,0.805732484,0.821656051,0.818471338,,,
174,0.624203822,0.624203822,0.624203822,0.614649682,0.805732484,0.805732484,0.802547771,0.815286624,0.812101911,0.818471338,,,
175,0.652866242,0.652866242,0.646496815,0.605095541,0.796178344,0.796178344,0.805732484,0.834394904,0.805732484,0.808917197,,,
176,0.605095541,0.605095541,0.605095541,0.595541401,0.77388535,0.77388535,0.77388535,0.792993631,0.78343949,0.792993631,,,
177,0.611464968,0.611464968,0.608280255,0.614649682,0.796178344,0.796178344,0.799363057,0.792993631,0.799363057,0.805732484,,,
178,0.633757962,0.633757962,0.636942675,0.636942675,0.786624204,0.786624204,0.780254777,0.792993631,0.786624204,0.786624204,,,
179,0.608280255,0.608280255,0.611464968,0.592356688,0.770700637,0.770700637,0.77388535,0.78343949,0.777070064,0.789808917,,,
180,0.636942675,0.636942675,0.640127389,0.624203822,0.818471338,0.818471338,0.818471338,0.815286624,0.837579618,0.821656051,,,
181,0.668789809,0.668789809,0.671974522,0.656050955,0.805732484,0.805732484,0.792993631,0.777070064,0.812101911,0.808917197,,,
182,0.633757962,0.633757962,0.627388535,0.633757962,0.767515924,0.767515924,0.770700637,0.78343949,0.77388535,0.780254777,,,
183,0.614649682,0.614649682,0.611464968,0.627388535,0.828025478,0.828025478,0.828025478,0.828025478,0.831210191,0.828025478,,,
184,0.624203822,0.624203822,0.627388535,0.630573248,0.792993631,0.792993631,0.786624204,0.780254777,0.78343949,0.777070064,,,
185,0.614649682,0.614649682,0.605095541,0.611464968,0.777070064,0.777070064,0.77388535,0.767515924,0.780254777,0.780254777,,,
186,0.652866242,0.652866242,0.652866242,0.627388535,0.812101911,0.812101911,0.808917197,0.824840764,0.815286624,0.815286624,,,
187,0.617834395,0.617834395,0.614649682,0.611464968,0.796178344,0.796178344,0.796178344,0.792993631,0.792993631,0.799363057,,,
188,0.636942675,0.636942675,0.633757962,0.656050955,0.78343949,0.78343949,0.78343949,0.812101911,0.796178344,0.792993631,,,
189,0.627388535,0.627388535,0.630573248,0.643312102,0.799363057,0.799363057,0.796178344,0.802547771,0.799363057,0.802547771,,,
190,0.630573248,0.630573248,0.633757962,0.617834395,0.796178344,0.796178344,0.786624204,0.799363057,0.799363057,0.789808917,,,
191,0.598726115,0.598726115,0.592356688,0.605095541,0.818471338,0.818471338,0.805732484,0.828025478,0.821656051,0.821656051,,,
192,0.640127389,0.640127389,0.643312102,0.630573248,0.777070064,0.777070064,0.796178344,0.792993631,0.786624204,0.78343949,,,
193,0.614649682,0.614649682,0.611464968,0.627388535,0.780254777,0.780254777,0.77388535,0.796178344,0.786624204,0.777070064,,,
194,0.621019108,0.621019108,0.614649682,0.605095541,0.780254777,0.780254777,0.780254777,0.77388535,0.78343949,0.786624204,,,
195,0.621019108,0.621019108,0.624203822,0.646496815,0.828025478,0.828025478,0.824840764,0.847133758,0.834394904,0.837579618,,,
196,0.598726115,0.598726115,0.595541401,0.601910828,0.805732484,0.805732484,0.812101911,0.815286624,0.808917197,0.812101911,,,
197,0.630573248,0.630573248,0.624203822,0.652866242,0.789808917,0.789808917,0.796178344,0.808917197,0.796178344,0.808917197,,,
198,0.585987261,0.585987261,0.592356688,0.611464968,0.808917197,0.808917197,0.789808917,0.805732484,0.799363057,0.799363057,,,
199,0.649681529,0.649681529,0.633757962,0.649681529,0.802547771,0.802547771,0.812101911,0.821656051,0.808917197,0.808917197,,,
200,0.633757962,0.633757962,0.636942675,0.627388535,0.799363057,0.799363057,0.780254777,0.805732484,0.802547771,0.796178344,,,
201,0.585987261,0.585987261,0.585987261,0.595541401,0.805732484,0.805732484,0.796178344,0.821656051,0.808917197,0.815286624,,,
202,0.605095541,0.605095541,0.608280255,0.633757962,0.770700637,0.770700637,0.76433121,0.786624204,0.770700637,0.77388535,,,
203,0.617834395,0.617834395,0.617834395,0.592356688,0.796178344,0.796178344,0.799363057,0.796178344,0.805732484,0.808917197,,,
204,0.624203822,0.624203822,0.624203822,0.614649682,0.815286624,0.815286624,0.815286624,0.818471338,0.815286624,0.815286624,,,
205,0.640127389,0.640127389,0.646496815,0.614649682,0.789808917,0.789808917,0.786624204,0.792993631,0.789808917,0.786624204,,,
206,0.624203822,0.624203822,0.630573248,0.608280255,0.76433121,0.76433121,0.777070064,0.77388535,0.770700637,0.786624204,,,
207,0.636942675,0.636942675,0.633757962,0.627388535,0.777070064,0.777070064,0.77388535,0.770700637,0.780254777,0.767515924,,,
208,0.611464968,0.611464968,0.614649682,0.589171975,0.792993631,0.792993631,0.799363057,0.76433121,0.796178344,0.792993631,,,
209,0.636942675,0.636942675,0.630573248,0.595541401,0.74522293,0.74522293,0.75477707,0.742038217,0.738853503,0.738853503,,,
